geographyid,region,date,monthsofsupply,mediansaleprice
18620,"Corsicana, TX",2019-07-01,5.0,155000
20900,"El Campo, TX",2019-10-01,6.4,186000
28660,"Killeen, TX",2019-10-01,2.4,178000
14300,"Bonham, TX",2019-11-01,5.6,130000
23104,"Fort Worth, TX",2019-11-01,2.9,242000
23620,"Gainesville, TX",2019-11-01,5.8,200000
12420,"Austin, TX",2020-01-01,2.8,309000
21340,"El Paso, TX",2020-02-01,4.5,168000
21340,"El Paso, TX",2020-03-01,3.9,169000
23104,"Fort Worth, TX",2020-06-01,1.8,260000
33420,"Mineral Wells, TX",2020-07-01,3.0,355000
45020,"Sweetwater, TX",2020-07-01,1.3,125000
14780,"Brenham, TX",2020-08-01,3.7,275000
26420,"Houston, TX",2020-08-01,2.2,267000
37770,"Pearsall, TX",2020-09-01,8.5,136000
44500,"Stephenville, TX",2020-12-01,1.9,246000
39220,"Price, UT",2013-02-01,25.3,97000
25720,"Heber, UT",2013-04-01,7.6,492000
46860,"Vernal, UT",2013-06-01,10.1,184000
30860,"Logan, UT",2013-09-01,6.4,167000
39220,"Price, UT",2015-01-01,14.8,69000
46860,"Vernal, UT",2015-03-01,12.2,193000
25720,"Heber, UT",2015-07-01,7.2,519000
36260,"Ogden, UT",2015-08-01,2.8,200000
25720,"Heber, UT",2015-11-01,6.8,471000
41620,"Salt Lake City, UT",2015-11-01,3.1,250000
46860,"Vernal, UT",2016-02-01,30.6,215000
25720,"Heber, UT",2016-05-01,5.6,645000
46860,"Vernal, UT",2016-08-01,6.7,155000
39340,"Provo, UT",2017-07-01,2.9,278000
30860,"Logan, UT",2017-08-01,1.7,213000
39220,"Price, UT",2017-11-01,4.2,87000
30860,"Logan, UT",2018-04-01,2.1,235000
30860,"Logan, UT",2018-05-01,1.8,265000
41620,"Salt Lake City, UT",2018-05-01,1.8,320000
36260,"Ogden, UT",2018-10-01,2.5,275000
36260,"Ogden, UT",2020-03-01,1.8,308000
49020,"Winchester, VA",2012-10-01,5.1,190000
40060,"Richmond, VA",2018-05-01,1.9,250000
40060,"Richmond, VA",2019-12-01,1.8,267000
47260,"Virginia Beach, VA",2020-01-01,3.4,231000
12740,"Barre, VT",2012-03-01,8.5,173000
15540,"Burlington, VT",2012-10-01,4.6,239000
40860,"Rutland, VT",2014-01-01,11.5,142000
12740,"Barre, VT",2014-09-01,7.7,178000
12740,"Barre, VT",2015-10-01,7.7,195000
12740,"Barre, VT",2015-11-01,10.6,189000
12740,"Barre, VT",2016-03-01,16.2,150000
13540,"Bennington, VT",2016-04-01,14.1,150000
13540,"Bennington, VT",2017-05-01,11.8,213000
13540,"Bennington, VT",2017-11-01,8.5,192000
12740,"Barre, VT",2018-12-01,6.9,190000
13540,"Bennington, VT",2019-09-01,6.9,267000
42660,"Seattle, WA",2012-07-01,2.6,310000
45104,"Tacoma, WA",2012-07-01,4.5,199000
13380,"Bellingham, WA",2012-08-01,5.7,250000
34580,"Mount Vernon, WA",2013-01-01,7.4,215000
14740,"Bremerton, WA",2013-04-01,4.7,233000
45104,"Tacoma, WA",2013-06-01,3.2,216000
43220,"Shelton, WA",2013-08-01,7.5,175000
13380,"Bellingham, WA",2013-11-01,6.1,268000
21260,"Ellensburg, WA",2014-01-01,8.6,220000
43220,"Shelton, WA",2014-01-01,10.4,166000
36020,"Oak Harbor, WA",2014-02-01,7.3,240000
36500,"Olympia, WA",2014-02-01,5.4,215000
43220,"Shelton, WA",2014-03-01,7.4,171000
48300,"Wenatchee, WA",2014-05-01,6.1,245000
13380,"Bellingham, WA",2014-09-01,5.4,260000
43220,"Shelton, WA",2014-10-01,5.2,167000
21260,"Ellensburg, WA",2015-09-01,4.1,215000
36020,"Oak Harbor, WA",2016-03-01,2.6,300000
34180,"Moses Lake, WA",2016-04-01,4.3,172000
44060,"Spokane, WA",2016-05-01,3.1,206000
34580,"Mount Vernon, WA",2016-06-01,2.3,309000
36500,"Olympia, WA",2016-11-01,2.0,270000
36500,"Olympia, WA",2017-01-01,2.1,265000
10140,"Aberdeen, WA",2017-03-01,4.0,153000
34180,"Moses Lake, WA",2017-04-01,4.2,184000
44060,"Spokane, WA",2017-04-01,3.0,210000
14740,"Bremerton, WA",2017-05-01,1.6,316000
48300,"Wenatchee, WA",2017-09-01,2.9,305000
42660,"Seattle, WA",2018-01-01,1.0,513000
43220,"Shelton, WA",2018-05-01,1.9,272000
31020,"Longview, WA",2018-06-01,1.6,256000
45104,"Tacoma, WA",2018-06-01,1.4,350000
16500,"Centralia, WA",2018-08-01,3.0,249000
31020,"Longview, WA",2019-02-01,2.2,295000
44060,"Spokane, WA",2019-04-01,2.3,260000
14740,"Bremerton, WA",2019-05-01,1.5,395000
43220,"Shelton, WA",2019-06-01,2.0,278000
43220,"Shelton, WA",2019-08-01,2.3,293000
36500,"Olympia, WA",2019-09-01,1.1,351000
44060,"Spokane, WA",2019-10-01,1.4,271000
31020,"Longview, WA",2020-03-01,1.3,295000
10140,"Aberdeen, WA",2020-06-01,2.0,235000
43220,"Shelton, WA",2020-08-01,0.8,348000
14740,"Bremerton, WA",2020-12-01,0.5,433000
21260,"Ellensburg, WA",2020-12-01,0.4,447000
48020,"Watertown, WI",2013-03-01,6.9,114000
49220,"Wisconsin Rapids, WI",2013-06-01,7.9,81000
13180,"Beaver Dam, WI",2013-08-01,6.0,117000
13180,"Beaver Dam, WI",2013-10-01,9.0,135000
44620,"Stevens Point, WI",2014-02-01,12.4,110000
48580,"Whitewater, WI",2014-02-01,13.0,165000
39540,"Racine, WI",2014-05-01,6.4,134000
43020,"Shawano, WI",2014-05-01,7.8,102000
24580,"Green Bay, WI",2014-11-01,7.5,138000
29100,"La Crosse, WI",2014-12-01,4.4,151000
11540,"Appleton, WI",2015-03-01,6.7,144000
31540,"Madison, WI",2015-05-01,3.5,219000
31940,"Marinette, WI",2015-09-01,7.0,91000
22540,"Fond du Lac, WI",2015-10-01,5.2,111000
49220,"Wisconsin Rapids, WI",2015-10-01,6.6,117000
32860,"Menomonie, WI",2015-11-01,6.1,138000
38420,"Platteville, WI",2015-11-01,6.7,115000
31940,"Marinette, WI",2015-12-01,7.9,85000
13180,"Beaver Dam, WI",2016-06-01,4.3,134000
31940,"Marinette, WI",2016-06-01,7.0,80000
13180,"Beaver Dam, WI",2016-08-01,3.9,130000
27500,"Janesville, WI",2016-10-01,3.7,142000
13180,"Beaver Dam, WI",2016-12-01,4.1,144000
27500,"Janesville, WI",2017-03-01,3.1,138000
43020,"Shawano, WI",2017-04-01,7.8,125000
29100,"La Crosse, WI",2017-05-01,2.3,167000
44620,"Stevens Point, WI",2017-06-01,2.8,160000
11540,"Appleton, WI",2017-10-01,3.0,165000
11540,"Appleton, WI",2017-11-01,2.7,162000
12660,"Baraboo, WI",2018-03-01,5.1,178000
32860,"Menomonie, WI",2018-04-01,3.3,163000
48020,"Watertown, WI",2018-05-01,2.5,203000
31540,"Madison, WI",2018-06-01,2.1,278000
22540,"Fond du Lac, WI",2018-08-01,3.2,155000
49220,"Wisconsin Rapids, WI",2018-10-01,4.1,133000
22540,"Fond du Lac, WI",2018-12-01,4.2,153000
11540,"Appleton, WI",2019-01-01,4.0,170000
31940,"Marinette, WI",2019-01-01,6.6,135000
43020,"Shawano, WI",2019-01-01,11.3,98000
49220,"Wisconsin Rapids, WI",2019-01-01,6.5,98000
38420,"Platteville, WI",2019-04-01,4.5,132000
27500,"Janesville, WI",2019-05-01,2.6,160000
13180,"Beaver Dam, WI",2019-06-01,3.7,172000
39540,"Racine, WI",2019-06-01,2.8,192000
13180,"Beaver Dam, WI",2019-08-01,2.7,163000
39540,"Racine, WI",2019-12-01,2.7,170000
44620,"Stevens Point, WI",2019-12-01,3.6,178000
33340,"Milwaukee, WI",2020-01-01,3.3,210000
22540,"Fond du Lac, WI",2020-02-01,5.3,140000
33340,"Milwaukee, WI",2020-02-01,3.5,208000
48020,"Watertown, WI",2020-03-01,3.9,213000
13180,"Beaver Dam, WI",2020-04-01,3.1,157000
27500,"Janesville, WI",2020-07-01,1.8,210000
32860,"Menomonie, WI",2020-07-01,2.5,194000
12660,"Baraboo, WI",2020-11-01,2.6,230000
29100,"La Crosse, WI",2020-11-01,1.2,215000
31940,"Marinette, WI",2020-11-01,2.5,127000
21820,"Fairbanks, AK",2015-02-01,8.3,233000
26620,"Huntsville, AL",2019-12-01,2.1,231000
42620,"Searcy, AR",2014-04-01,8.3,113000
14720,"Breckenridge, CO",2018-09-01,2.5,520000
45540,"The Villages, FL",2015-11-01,6.6,219000
33100,"Miami, FL",2018-12-01,8.0,295000
36740,"Orlando, FL",2019-06-01,2.4,260000
44900,"Summerville, GA",2020-03-01,5.9,112000
25900,"Hilo, HI",2017-01-01,7.5,355000
23300,"Freeport, IL",2020-06-01,2.4,77000
33780,"Monroe, MI",2016-08-01,3.8,156000
24330,"Grand Rapids, MN",2017-09-01,5.8,180000
28140,"Kansas City, MO",2015-07-01,3.6,180000
28140,"Kansas City, MO",2019-07-01,2.0,233000
10620,"Albemarle, NC",2017-05-01,4.5,166000
39900,"Reno, NV",2016-08-01,3.6,290000
35004,"Nassau County, NY",2014-08-01,6.8,395000
35004,"Nassau County, NY",2017-07-01,4.1,436000
18140,"Columbus, OH",2013-04-01,3.7,140000
36420,"Oklahoma City, OK",2014-10-01,2.6,157000
25420,"Harrisburg, PA",2014-10-01,6.6,159000
30140,"Lebanon, PA",2014-11-01,9.6,145000
29540,"Lancaster, PA",2017-04-01,3.0,187000
26860,"Indiana, PA",2020-05-01,12.3,110000
25420,"Harrisburg, PA",2020-08-01,1.0,213000
33420,"Mineral Wells, TX",2020-09-01,3.2,318000
42660,"Seattle, WA",2015-03-01,1.5,385000
38420,"Platteville, WI",2013-11-01,5.7,125000
48020,"Watertown, WI",2016-03-01,6.4,173000
31820,"Manitowoc, WI",2018-12-01,4.8,107000
1400, National,2013-08-01,3.687148135,217000
1400, National,2015-07-01,3.299152797,242000
1400, National,2015-08-01,3.598862449,240000
1400, National,2017-06-01,2.4578876,277000
44860,"Sulphur Springs, TX",2013-01-01,7.7,75000
23104,"Fort Worth, TX",2013-02-01,4.5,144000
10180,"Abilene, TX",2013-03-01,4.7,115000
44500,"Stephenville, TX",2013-04-01,7.1,115000
14300,"Bonham, TX",2013-08-01,8.1,88000
18620,"Corsicana, TX",2013-11-01,10.6,123000
11980,"Athens, TX",2013-12-01,16.2,127000
23104,"Fort Worth, TX",2014-03-01,3.0,157000
14300,"Bonham, TX",2014-08-01,4.9,95000
23620,"Gainesville, TX",2014-09-01,5.4,175000
15220,"Brownwood, TX",2015-01-01,9.1,119000
19100,"Dallas, TX",2015-02-01,2.7,219000
23620,"Gainesville, TX",2015-02-01,7.0,115000
33420,"Mineral Wells, TX",2015-02-01,18.0,126000
26660,"Huntsville, TX",2015-04-01,2.9,161000
28780,"Kingsville, TX",2015-08-01,16.0,138000
47020,"Victoria, TX",2015-09-01,6.2,165000
40100,"Rio Grande City, TX",2015-10-01,13.7,105000
10180,"Abilene, TX",2016-02-01,4.9,133000
12420,"Austin, TX",2016-05-01,2.0,285000
18620,"Corsicana, TX",2016-08-01,5.5,135000
23620,"Gainesville, TX",2017-04-01,3.1,197000
43300,"Sherman, TX",2017-05-01,2.9,164000
10180,"Abilene, TX",2017-08-01,2.9,152000
11980,"Athens, TX",2017-10-01,5.3,165000
44500,"Stephenville, TX",2017-11-01,4.4,163000
28660,"Killeen, TX",2018-01-01,4.9,155000
14300,"Bonham, TX",2018-03-01,2.1,157000
14300,"Bonham, TX",2018-07-01,3.9,153000
45020,"Sweetwater, TX",2018-09-01,5.5,128000
23620,"Gainesville, TX",2018-11-01,5.5,210000
26420,"Houston, TX",2019-03-01,3.6,240000
40100,"Rio Grande City, TX",2019-03-01,8.0,86000
23620,"Gainesville, TX",2019-04-01,5.5,235000
10180,"Abilene, TX",2019-05-01,2.8,184000
47020,"Victoria, TX",2019-05-01,3.6,181000
44860,"Sulphur Springs, TX",2019-06-01,3.9,170000
12420,"Austin, TX",2019-08-01,2.3,320000
15220,"Brownwood, TX",2019-08-01,3.5,146000
32580,"McAllen, TX",2019-09-01,6.7,157000
45020,"Sweetwater, TX",2019-09-01,11.0,400000
28780,"Kingsville, TX",2019-10-01,41.0,50000
32580,"McAllen, TX",2019-12-01,5.9,161000
28780,"Kingsville, TX",2020-02-01,61.0,150000
15220,"Brownwood, TX",2020-03-01,3.4,160000
28660,"Killeen, TX",2020-03-01,2.2,185000
14780,"Brenham, TX",2020-04-01,6.1,312000
26660,"Huntsville, TX",2020-04-01,5.0,245000
43300,"Sherman, TX",2020-06-01,2.6,208000
33420,"Mineral Wells, TX",2020-08-01,2.8,252000
23104,"Fort Worth, TX",2020-11-01,1.4,268000
15220,"Brownwood, TX",2020-12-01,2.8,215000
39340,"Provo, UT",2012-12-01,5.6,190000
46860,"Vernal, UT",2013-02-01,10.3,165000
39220,"Price, UT",2013-06-01,7.8,169000
30860,"Logan, UT",2013-10-01,9.5,154000
30860,"Logan, UT",2014-11-01,7.9,180000
46860,"Vernal, UT",2014-12-01,5.9,205000
30860,"Logan, UT",2015-01-01,9.7,155000
41620,"Salt Lake City, UT",2015-08-01,2.6,245000
30860,"Logan, UT",2016-02-01,3.0,184000
41620,"Salt Lake City, UT",2016-07-01,2.2,269000
46860,"Vernal, UT",2017-04-01,6.2,118000
39220,"Price, UT",2017-06-01,6.5,120000
39340,"Provo, UT",2018-07-01,2.8,318000
41620,"Salt Lake City, UT",2018-10-01,2.6,324000
39340,"Provo, UT",2019-06-01,2.5,339000
36260,"Ogden, UT",2019-08-01,1.8,301000
46860,"Vernal, UT",2020-06-01,3.8,210000
41620,"Salt Lake City, UT",2020-07-01,1.0,380000
41620,"Salt Lake City, UT",2020-08-01,1.1,380000
40060,"Richmond, VA",2014-04-01,4.1,200000
49020,"Winchester, VA",2014-05-01,4.9,225000
40060,"Richmond, VA",2016-06-01,2.1,237000
49020,"Winchester, VA",2018-07-01,3.5,245000
47260,"Virginia Beach, VA",2018-09-01,4.1,230000
40060,"Richmond, VA",2020-01-01,2.4,255000
12740,"Barre, VT",2013-12-01,7.2,190000
13540,"Bennington, VT",2014-01-01,11.3,220000
40860,"Rutland, VT",2015-09-01,11.9,154000
40860,"Rutland, VT",2015-10-01,14.5,145000
40860,"Rutland, VT",2016-01-01,14.9,143000
12740,"Barre, VT",2017-10-01,5.5,186000
15540,"Burlington, VT",2018-04-01,4.8,287000
45104,"Tacoma, WA",2012-04-01,5.1,190000
36020,"Oak Harbor, WA",2012-05-01,8.6,268000
13380,"Bellingham, WA",2012-07-01,6.0,250000
34580,"Mount Vernon, WA",2012-07-01,7.0,204000
42660,"Seattle, WA",2013-12-01,2.2,350000
31020,"Longview, WA",2014-07-01,4.8,169000
34580,"Mount Vernon, WA",2014-10-01,4.2,245000
16500,"Centralia, WA",2015-12-01,4.2,179000
48300,"Wenatchee, WA",2016-05-01,3.8,300000
10140,"Aberdeen, WA",2016-06-01,3.9,150000
13380,"Bellingham, WA",2016-10-01,2.7,310000
48300,"Wenatchee, WA",2016-10-01,3.1,287000
36500,"Olympia, WA",2017-03-01,1.5,279000
42660,"Seattle, WA",2017-04-01,0.9,503000
48300,"Wenatchee, WA",2017-05-01,3.2,314000
14740,"Bremerton, WA",2017-10-01,1.5,325000
48300,"Wenatchee, WA",2018-01-01,3.7,285000
34580,"Mount Vernon, WA",2018-04-01,2.0,330000
48300,"Wenatchee, WA",2019-02-01,3.1,344000
45104,"Tacoma, WA",2020-10-01,0.7,427000
12660,"Baraboo, WI",2012-05-01,7.4,140000
49220,"Wisconsin Rapids, WI",2012-09-01,9.9,89000
31820,"Manitowoc, WI",2012-11-01,7.1,87000
31940,"Marinette, WI",2013-03-01,8.3,78000
48580,"Whitewater, WI",2013-11-01,9.1,155000
32860,"Menomonie, WI",2014-05-01,5.9,139000
49220,"Wisconsin Rapids, WI",2014-05-01,7.7,100000
48580,"Whitewater, WI",2014-06-01,7.5,174000
32860,"Menomonie, WI",2014-07-01,7.0,127000
44620,"Stevens Point, WI",2015-01-01,5.6,140000
33340,"Milwaukee, WI",2015-03-01,5.0,164000
36780,"Oshkosh, WI",2015-04-01,6.9,115000
33340,"Milwaukee, WI",2015-05-01,4.6,185000
24580,"Green Bay, WI",2015-10-01,4.1,153000
11540,"Appleton, WI",2015-11-01,7.0,147000
43020,"Shawano, WI",2015-11-01,10.9,86000
39540,"Racine, WI",2016-03-01,4.2,129000
43100,"Sheboygan, WI",2016-08-01,3.9,143000
27500,"Janesville, WI",2016-09-01,3.4,139000
44620,"Stevens Point, WI",2016-12-01,4.1,138000
11540,"Appleton, WI",2017-03-01,3.9,146000
24580,"Green Bay, WI",2017-09-01,4.4,155000
31540,"Madison, WI",2017-12-01,2.7,241000
49220,"Wisconsin Rapids, WI",2018-01-01,8.2,81000
31540,"Madison, WI",2018-03-01,3.0,262000
38420,"Platteville, WI",2018-04-01,4.5,128000
20740,"Eau Claire, WI",2019-01-01,4.2,190000
36780,"Oshkosh, WI",2019-01-01,5.2,127000
49220,"Wisconsin Rapids, WI",2019-03-01,5.8,110000
43020,"Shawano, WI",2019-04-01,3.8,136000
29100,"La Crosse, WI",2019-05-01,1.7,190000
31820,"Manitowoc, WI",2019-05-01,2.8,120000
24580,"Green Bay, WI",2019-07-01,3.2,195000
33340,"Milwaukee, WI",2019-11-01,2.9,218000
31940,"Marinette, WI",2019-12-01,6.5,94000
33340,"Milwaukee, WI",2020-03-01,2.7,235000
24580,"Green Bay, WI",2020-12-01,1.8,199000
26580,"Huntington, WV",2016-11-01,2.0,54000
11260,"Anchorage, AK",2014-11-01,5.3,265000
42460,"Scottsboro, AL",2013-04-01,3.8,82000
11500,"Anniston, AL",2014-04-01,5.2,85000
11500,"Anniston, AL",2016-01-01,9.0,115000
42460,"Scottsboro, AL",2017-05-01,3.6,103000
26620,"Huntsville, AL",2018-05-01,2.9,198000
26620,"Huntsville, AL",2018-09-01,3.0,197000
11500,"Anniston, AL",2018-11-01,4.8,127000
23460,"Gadsden, AL",2020-04-01,4.3,151000
42620,"Searcy, AR",2015-09-01,5.7,108000
26300,"Hot Springs, AR",2017-11-01,5.5,165000
31680,"Malvern, AR",2018-08-01,4.3,78000
43320,"Show Low, AZ",2016-11-01,7.5,190000
46060,"Tucson, AZ",2016-12-01,3.6,180000
12540,"Bakersfield, CA",2012-06-01,1.8,130000
44700,"Stockton, CA",2012-09-01,2.1,171000
46020,"Truckee, CA",2012-10-01,1.3,275000
42100,"Santa Cruz, CA",2013-05-01,1.8,575000
31460,"Madera, CA",2013-10-01,3.2,165000
11244,"Anaheim, CA",2013-11-01,2.3,540000
40140,"Riverside, CA",2014-06-01,2.9,285000
42100,"Santa Cruz, CA",2014-07-01,2.5,670000
41500,"Salinas, CA",2015-04-01,3.0,449000
46020,"Truckee, CA",2015-04-01,2.2,377000
17340,"Clearlake, CA",2015-10-01,5.3,210000
42100,"Santa Cruz, CA",2015-10-01,3.1,700000
40140,"Riverside, CA",2016-08-01,3.4,320000
41940,"San Jose, CA",2017-09-01,1.0,999000
17020,"Chico, CA",2017-10-01,2.4,279000
42220,"Santa Rosa, CA",2018-02-01,2.3,636000
41740,"San Diego, CA",2018-05-01,1.9,575000
40900,"Sacramento, CA",2019-11-01,1.9,415000
40140,"Riverside, CA",2020-04-01,3.6,395000
41860,"San Francisco, CA",2020-06-01,2.8,1550000
19740,"Denver, CO",2012-12-01,2.3,232000
19740,"Denver, CO",2014-02-01,2.2,252000
17820,"Colorado Springs, CO",2017-01-01,,nan
17820,"Colorado Springs, CO",2017-02-01,,nan
22660,"Fort Collins, CO",2018-05-01,2.4,385000
19740,"Denver, CO",2019-10-01,1.7,419000
35980,"Norwich, CT",2014-08-01,13.5,201000
35300,"New Haven, CT",2015-08-01,5.3,203000
14860,"Bridgeport, CT",2017-10-01,5.9,357000
35300,"New Haven, CT",2019-07-01,3.8,230000
45860,"Torrington, CT",2020-07-01,3.3,279000
36380,"Okeechobee, FL",2012-04-01,5.5,100000
33100,"Miami, FL",2012-06-01,6.9,169000
36380,"Okeechobee, FL",2013-01-01,9.1,57000
37260,"Palatka, FL",2013-03-01,11.2,110000
39460,"Punta Gorda, FL",2013-06-01,5.6,135000
33100,"Miami, FL",2014-04-01,5.2,215000
39460,"Punta Gorda, FL",2014-09-01,4.1,138000
36740,"Orlando, FL",2015-09-01,3.7,185000
27260,"Jacksonville, FL",2018-03-01,3.0,229000
33100,"Miami, FL",2019-09-01,7.3,310000
33100,"Miami, FL",2020-02-01,8.9,320000
23580,"Gainesville, GA",2014-02-01,7.8,152000
12060,"Atlanta, GA",2015-08-01,3.9,191000
42340,"Savannah, GA",2016-01-01,6.1,188000
23580,"Gainesville, GA",2018-09-01,4.3,243000
44900,"Summerville, GA",2020-02-01,8.0,95000
46520,"Urban Honolulu, HI",2012-08-01,4.7,436000
25900,"Hilo, HI",2014-08-01,6.9,285000
25900,"Hilo, HI",2015-03-01,8.0,340000
25900,"Hilo, HI",2018-09-01,5.7,355000
28180,"Kapaa, HI",2020-10-01,4.6,795000
37800,"Pella, IA",2016-08-01,3.9,145000
19780,"Des Moines, IA",2019-07-01,2.5,217000
34300,"Mountain Home, ID",2014-04-01,8.1,108000
16580,"Champaign, IL",2017-03-01,4.7,149000
20994,"Elgin, IL",2019-03-01,3.2,220000
43780,"South Bend, IN",2016-11-01,5.6,118000
26900,"Indianapolis, IN",2020-08-01,1.0,226000
36840,"Ottawa, KS",2014-08-01,4.2,80000
40080,"Richmond, KY",2017-12-01,2.9,155000
31140,"Louisville, KY",2019-04-01,2.3,188000
12940,"Baton Rouge, LA",2012-10-01,4.7,166000
35380,"New Orleans, LA",2020-11-01,2.3,256000
12700,"Barnstable Town, MA",2015-11-01,6.7,351000
47240,"Vineyard Haven, MA",2018-11-01,5.0,985000
15700,"Cambridge, MD",2016-02-01,6.1,132000
25180,"Hagerstown, MD",2018-09-01,3.8,185000
30340,"Lewiston, ME",2019-03-01,2.7,165000
27020,"Iron Mountain, MI",2012-03-01,6.0,130000
19820,"Detroit, MI",2014-04-01,3.7,57000
28020,"Kalamazoo, MI",2014-04-01,5.0,125000
33780,"Monroe, MI",2015-02-01,4.7,121000
33780,"Monroe, MI",2015-09-01,4.2,144000
29620,"Lansing, MI",2017-08-01,2.7,135000
13660,"Big Rapids, MI",2018-04-01,5.0,125000
33780,"Monroe, MI",2019-02-01,4.4,162000
40980,"Saginaw, MI",2020-03-01,2.0,116000
29620,"Lansing, MI",2020-04-01,2.7,160000
13660,"Big Rapids, MI",2020-05-01,5.3,140000
33780,"Monroe, MI",2020-05-01,4.5,229000
40340,"Rochester, MN",2012-11-01,6.1,147000
40340,"Rochester, MN",2013-10-01,5.1,157000
36940,"Owatonna, MN",2014-02-01,9.7,111000
36940,"Owatonna, MN",2015-11-01,3.6,143000
33460,"Minneapolis, MN",2015-12-01,2.6,219000
22060,"Faribault, MN",2018-10-01,3.1,241000
47660,"Warrensburg, MO",2014-11-01,14.3,157000
28140,"Kansas City, MO",2016-08-01,2.7,190000
22780,"Fort Leonard Wood, MO",2020-12-01,1.5,158000
22180,"Fayetteville, NC",2012-02-01,10.9,158000
16740,"Charlotte, NC",2015-01-01,6.5,170000
16740,"Charlotte, NC",2017-03-01,3.5,228000
10620,"Albemarle, NC",2017-09-01,4.1,169000
39580,"Raleigh, NC",2019-02-01,3.6,288000
22580,"Forest City, NC",2019-04-01,7.2,184000
36540,"Omaha, NE",2017-05-01,1.4,188000
23340,"Fremont, NE",2018-04-01,1.2,140000
15804,"Camden, NJ",2012-08-01,7.7,179000
45940,"Trenton, NJ",2016-03-01,6.5,184000
35154,"New Brunswick, NJ",2018-09-01,4.6,320000
45940,"Trenton, NJ",2020-08-01,2.1,310000
42140,"Santa Fe, NM",2019-06-01,4.1,405000
29820,"Las Vegas, NV",2012-05-01,4.2,118000
22280,"Fernley, NV",2013-02-01,2.8,115000
39900,"Reno, NV",2014-11-01,3.6,241000
39900,"Reno, NV",2015-01-01,3.7,242000
22280,"Fernley, NV",2015-02-01,3.3,171000
37220,"Pahrump, NV",2016-04-01,7.1,183000
22280,"Fernley, NV",2018-08-01,3.1,270000
11220,"Amsterdam, NY",2014-03-01,15.9,77000
11220,"Amsterdam, NY",2014-07-01,8.4,112000
12180,"Auburn, NY",2016-05-01,6.4,102000
12860,"Batavia, NY",2018-09-01,3.2,124000
35004,"Nassau County, NY",2019-12-01,3.2,465000
18140,"Columbus, OH",2013-05-01,3.4,154000
49300,"Wooster, OH",2013-05-01,7.3,107000
35940,"Norwalk, OH",2015-01-01,11.9,30000
15940,"Canton, OH",2015-03-01,3.9,116000
18140,"Columbus, OH",2016-02-01,4.2,159000
17460,"Cleveland, OH",2017-06-01,3.0,150000
35940,"Norwalk, OH",2017-08-01,4.1,108000
27160,"Jackson, OH",2019-07-01,9.0,270000
35940,"Norwalk, OH",2020-07-01,1.9,143000
47920,"Washington Court House, OH",2020-07-01,1.9,140000
18740,"Coshocton, OH",2020-08-01,2.9,140000
18140,"Columbus, OH",2020-11-01,1.6,241000
36420,"Oklahoma City, OK",2017-05-01,2.7,170000
39260,"Prineville, OR",2012-02-01,10.5,109000
25840,"Hermiston, OR",2014-01-01,7.7,143000
25840,"Hermiston, OR",2014-04-01,5.0,150000
29260,"La Grande, OR",2016-06-01,2.6,154000
38900,"Portland, OR",2016-07-01,1.7,345000
28900,"Klamath Falls, OR",2017-08-01,4.6,167000
25840,"Hermiston, OR",2018-11-01,2.5,188000
18700,"Corvallis, OR",2020-04-01,3.8,370000
29540,"Lancaster, PA",2012-04-01,6.6,168000
30140,"Lebanon, PA",2013-05-01,7.8,160000
25420,"Harrisburg, PA",2014-02-01,10.9,150000
25420,"Harrisburg, PA",2014-03-01,8.3,152000
39740,"Reading, PA",2014-11-01,6.7,136000
37980,"Philadelphia, PA",2015-02-01,7.8,135000
10900,"Allentown, PA",2015-09-01,5.9,172000
29540,"Lancaster, PA",2015-11-01,5.1,175000
29540,"Lancaster, PA",2017-07-01,2.5,205000
39740,"Reading, PA",2019-01-01,3.6,154000
29540,"Lancaster, PA",2019-04-01,2.2,202000
35260,"New Castle, PA",2019-10-01,6.2,104000
39740,"Reading, PA",2019-12-01,2.0,170000
25420,"Harrisburg, PA",2020-06-01,1.9,200000
43900,"Spartanburg, SC",2017-04-01,4.4,169000
34820,"Myrtle Beach, SC",2017-11-01,5.7,177000
43180,"Shelbyville, TN",2012-07-01,9.4,96000
32820,"Memphis, TN",2013-11-01,2.9,125000
32820,"Memphis, TN",2014-05-01,2.7,145000
32820,"Memphis, TN",2014-07-01,3.0,157000
32820,"Memphis, TN",2014-10-01,4.2,135000
17300,"Clarksville, TN",2018-08-01,2.5,182000
29980,"Lawrenceburg, TN",2018-11-01,4.8,162000
30280,"Lewisburg, TN",2019-06-01,3.2,212000
17300,"Clarksville, TN",2020-04-01,3.0,215000
17300,"Clarksville, TN",2020-07-01,1.5,230000
43180,"Shelbyville, TN",2020-10-01,2.5,220000
47020,"Victoria, TX",2012-03-01,4.1,126000
14300,"Bonham, TX",2012-10-01,7.9,85000
40100,"Rio Grande City, TX",2013-09-01,2.0,120000
33420,"Mineral Wells, TX",2015-05-01,10.6,110000
21340,"El Paso, TX",2017-09-01,4.9,150000
28780,"Kingsville, TX",2017-12-01,21.0,17000
10180,"Abilene, TX",2018-04-01,3.0,155000
23104,"Fort Worth, TX",2019-08-01,2.4,250000
26420,"Houston, TX",2020-03-01,3.4,250000
30860,"Logan, UT",2013-03-01,8.7,159000
36260,"Ogden, UT",2013-05-01,4.8,190000
25720,"Heber, UT",2014-08-01,6.8,452000
39340,"Provo, UT",2014-08-01,5.1,230000
