geographyid,region,date,monthsofsupply,mediansaleprice
12540,"Bakersfield, CA",2017-10-01,2.8,220000
32900,"Merced, CA",2017-10-01,2.6,250000
41740,"San Diego, CA",2017-10-01,1.9,540000
42100,"Santa Cruz, CA",2017-11-01,2.1,811000
42034,"San Rafael, CA",2018-02-01,3.2,1053000
12540,"Bakersfield, CA",2018-03-01,2.6,225000
40140,"Riverside, CA",2018-03-01,3.0,356000
40900,"Sacramento, CA",2018-03-01,1.5,393000
34900,"Napa, CA",2018-04-01,2.8,638000
41740,"San Diego, CA",2018-10-01,3.0,564000
44700,"Stockton, CA",2018-10-01,2.5,360000
40140,"Riverside, CA",2018-11-01,4.3,360000
42034,"San Rafael, CA",2018-11-01,2.4,1075000
42220,"Santa Rosa, CA",2018-11-01,3.2,595000
40140,"Riverside, CA",2018-12-01,4.2,362000
42220,"Santa Rosa, CA",2018-12-01,3.0,600000
12540,"Bakersfield, CA",2019-01-01,3.5,230000
31460,"Madera, CA",2019-01-01,6.1,265000
41500,"Salinas, CA",2019-01-01,4.4,577000
34900,"Napa, CA",2019-03-01,4.8,695000
41500,"Salinas, CA",2019-05-01,3.5,614000
32900,"Merced, CA",2019-07-01,2.8,290000
42020,"San Luis Obispo, CA",2019-07-01,3.1,620000
33700,"Modesto, CA",2019-08-01,1.8,331000
37100,"Oxnard, CA",2019-08-01,2.8,614000
40140,"Riverside, CA",2019-11-01,3.6,380000
23420,"Fresno, CA",2019-12-01,1.8,277000
40900,"Sacramento, CA",2020-01-01,1.9,405000
23420,"Fresno, CA",2020-02-01,2.3,280000
42200,"Santa Maria, CA",2020-02-01,3.6,627000
46020,"Truckee, CA",2020-03-01,3.6,450000
42020,"San Luis Obispo, CA",2020-04-01,3.8,589000
32900,"Merced, CA",2020-05-01,2.8,290000
34900,"Napa, CA",2020-06-01,3.8,710000
40900,"Sacramento, CA",2020-06-01,1.4,445000
33700,"Modesto, CA",2020-08-01,0.8,368000
31460,"Madera, CA",2020-12-01,1.2,335000
44460,"Steamboat Springs, CO",2012-04-01,12.9,250000
22660,"Fort Collins, CO",2012-06-01,3.8,229000
22820,"Fort Morgan, CO",2012-08-01,3.8,123000
44540,"Sterling, CO",2012-08-01,3.8,143000
44540,"Sterling, CO",2013-01-01,2.4,91000
22820,"Fort Morgan, CO",2013-02-01,4.4,100000
44460,"Steamboat Springs, CO",2013-03-01,14.0,300000
44540,"Sterling, CO",2013-09-01,6.8,96000
14720,"Breckenridge, CO",2013-11-01,10.3,419000
44540,"Sterling, CO",2014-07-01,3.3,100000
24540,"Greeley, CO",2015-01-01,2.7,230000
14720,"Breckenridge, CO",2015-02-01,8.3,368000
22820,"Fort Morgan, CO",2015-02-01,4.5,127000
44540,"Sterling, CO",2015-05-01,4.5,123000
14720,"Breckenridge, CO",2015-08-01,9.1,359000
14500,"Boulder, CO",2015-10-01,2.2,400000
19740,"Denver, CO",2015-11-01,2.1,310000
17820,"Colorado Springs, CO",2016-02-01,,nan
22660,"Fort Collins, CO",2016-06-01,2.7,345000
17820,"Colorado Springs, CO",2016-07-01,,nan
24540,"Greeley, CO",2016-07-01,2.4,297000
24540,"Greeley, CO",2016-11-01,2.2,292000
17820,"Colorado Springs, CO",2016-12-01,,nan
14500,"Boulder, CO",2017-03-01,2.0,465000
14720,"Breckenridge, CO",2017-03-01,4.0,475000
22660,"Fort Collins, CO",2017-05-01,2.6,350000
14720,"Breckenridge, CO",2018-03-01,3.9,503000
22660,"Fort Collins, CO",2018-06-01,2.4,390000
24540,"Greeley, CO",2018-06-01,2.1,338000
14500,"Boulder, CO",2019-01-01,3.9,478000
44540,"Sterling, CO",2019-02-01,2.0,134000
44540,"Sterling, CO",2019-04-01,4.1,168000
17820,"Colorado Springs, CO",2019-05-01,,nan
14500,"Boulder, CO",2019-06-01,2.6,535000
24540,"Greeley, CO",2019-06-01,2.4,352000
14500,"Boulder, CO",2019-12-01,2.0,525000
44540,"Sterling, CO",2020-05-01,8.0,138000
24540,"Greeley, CO",2020-06-01,1.9,366000
22660,"Fort Collins, CO",2020-07-01,1.9,404000
14720,"Breckenridge, CO",2020-08-01,1.3,658000
35980,"Norwich, CT",2013-06-01,9.3,197000
35980,"Norwich, CT",2013-11-01,9.6,188000
45860,"Torrington, CT",2014-01-01,13.3,183000
35980,"Norwich, CT",2015-01-01,7.7,175000
14860,"Bridgeport, CT",2015-10-01,5.7,385000
35300,"New Haven, CT",2015-10-01,4.6,180000
14860,"Bridgeport, CT",2015-12-01,4.8,370000
35980,"Norwich, CT",2016-06-01,3.7,205000
45860,"Torrington, CT",2016-10-01,7.0,203000
45860,"Torrington, CT",2017-03-01,5.5,177000
35980,"Norwich, CT",2017-11-01,6.0,205000
14860,"Bridgeport, CT",2017-12-01,5.0,375000
35980,"Norwich, CT",2018-01-01,6.5,205000
35980,"Norwich, CT",2018-10-01,5.3,215000
35300,"New Haven, CT",2019-09-01,4.5,217000
35980,"Norwich, CT",2019-09-01,4.9,220000
45860,"Torrington, CT",2019-11-01,5.7,220000
14860,"Bridgeport, CT",2020-01-01,5.4,385000
25540,"Hartford, CT",2020-02-01,4.9,213000
35980,"Norwich, CT",2020-11-01,2.3,256000
47900,"Washington, DC",2014-01-01,3.8,330000
47900,"Washington, DC",2016-02-01,3.5,343000
47900,"Washington, DC",2016-07-01,2.6,380000
47900,"Washington, DC",2017-05-01,2.0,400000
47900,"Washington, DC",2019-05-01,1.9,424000
47900,"Washington, DC",2020-12-01,1.1,450000
20100,"Dover, DE",2012-08-01,6.6,180000
48864,"Wilmington, DE",2013-02-01,8.6,155000
48864,"Wilmington, DE",2013-03-01,5.5,179000
20100,"Dover, DE",2014-05-01,7.8,175000
48864,"Wilmington, DE",2014-11-01,6.9,199000
48864,"Wilmington, DE",2015-07-01,4.9,218000
48864,"Wilmington, DE",2015-09-01,5.5,213000
20100,"Dover, DE",2016-06-01,5.1,208000
20100,"Dover, DE",2016-10-01,5.9,200000
20100,"Dover, DE",2017-05-01,5.1,212000
48864,"Wilmington, DE",2017-10-01,4.4,210000
48864,"Wilmington, DE",2018-08-01,2.6,225000
20100,"Dover, DE",2019-01-01,5.3,217000
20100,"Dover, DE",2019-12-01,2.6,221000
48864,"Wilmington, DE",2020-01-01,3.4,222000
20100,"Dover, DE",2020-12-01,1.0,257000
18880,"Crestview, FL",2012-02-01,0.0,200000
37260,"Palatka, FL",2012-04-01,10.5,49000
38940,"Port St. Lucie, FL",2012-05-01,5.0,120000
27260,"Jacksonville, FL",2012-06-01,6.2,150000
39460,"Punta Gorda, FL",2012-06-01,5.9,115000
45300,"Tampa, FL",2012-06-01,5.4,125000
11580,"Arcadia, FL",2012-07-01,7.7,53000
42680,"Sebastian, FL",2012-07-01,5.7,130000
36380,"Okeechobee, FL",2012-08-01,6.8,90000
37260,"Palatka, FL",2012-08-01,12.1,135000
18880,"Crestview, FL",2012-10-01,0.0,220000
35840,"North Port, FL",2012-11-01,5.8,159000
42680,"Sebastian, FL",2012-12-01,6.0,143000
22744,"Fort Lauderdale, FL",2013-04-01,3.7,151000
27260,"Jacksonville, FL",2013-05-01,4.8,162000
17500,"Clewiston, FL",2013-08-01,5.2,69000
22744,"Fort Lauderdale, FL",2013-08-01,4.0,175000
36380,"Okeechobee, FL",2013-09-01,5.6,87000
11580,"Arcadia, FL",2013-10-01,12.1,56000
34940,"Naples, FL",2013-10-01,6.0,250000
35840,"North Port, FL",2013-11-01,6.6,176000
36380,"Okeechobee, FL",2013-11-01,13.7,58000
36740,"Orlando, FL",2013-12-01,5.3,160000
45300,"Tampa, FL",2013-12-01,5.4,150000
19660,"Deltona, FL",2014-02-01,6.5,129000
34940,"Naples, FL",2014-02-01,6.8,276000
17500,"Clewiston, FL",2014-03-01,7.6,71000
22744,"Fort Lauderdale, FL",2014-04-01,4.5,172000
35840,"North Port, FL",2014-04-01,3.9,190000
42680,"Sebastian, FL",2014-04-01,4.7,148000
19660,"Deltona, FL",2014-05-01,4.9,133000
35840,"North Port, FL",2014-05-01,3.6,193000
39460,"Punta Gorda, FL",2014-05-01,3.8,147000
27260,"Jacksonville, FL",2014-07-01,5.2,175000
34940,"Naples, FL",2014-08-01,5.0,267000
45300,"Tampa, FL",2014-08-01,4.1,155000
45300,"Tampa, FL",2014-10-01,4.1,155000
18880,"Crestview, FL",2014-11-01,0.0,230000
45300,"Tampa, FL",2014-12-01,3.7,155000
33100,"Miami, FL",2015-02-01,7.1,212000
44700,"Stockton, CA",2018-01-01,1.8,340000
32900,"Merced, CA",2018-02-01,3.7,270000
32900,"Merced, CA",2018-04-01,3.0,266000
36084,"Oakland, CA",2018-04-01,1.1,750000
40140,"Riverside, CA",2018-09-01,4.1,368000
33700,"Modesto, CA",2018-11-01,2.8,309000
34900,"Napa, CA",2019-01-01,5.3,655000
42100,"Santa Cruz, CA",2019-01-01,3.9,795000
34900,"Napa, CA",2019-02-01,4.8,625000
40900,"Sacramento, CA",2019-02-01,2.3,390000
41940,"San Jose, CA",2019-02-01,2.7,1050000
36084,"Oakland, CA",2019-03-01,1.6,730000
23420,"Fresno, CA",2019-04-01,2.3,270000
42100,"Santa Cruz, CA",2019-04-01,3.0,835000
44700,"Stockton, CA",2019-07-01,2.1,375000
46020,"Truckee, CA",2019-08-01,4.3,475000
33700,"Modesto, CA",2019-09-01,2.1,330000
37100,"Oxnard, CA",2019-10-01,2.6,615000
41740,"San Diego, CA",2019-10-01,2.1,590000
42020,"San Luis Obispo, CA",2019-10-01,2.9,608000
17340,"Clearlake, CA",2019-11-01,6.0,271000
41740,"San Diego, CA",2019-11-01,2.1,600000
23420,"Fresno, CA",2020-01-01,2.3,285000
42220,"Santa Rosa, CA",2020-01-01,3.5,620000
12540,"Bakersfield, CA",2020-02-01,2.8,250000
17020,"Chico, CA",2020-05-01,3.3,345000
44700,"Stockton, CA",2020-06-01,1.4,414000
42100,"Santa Cruz, CA",2020-08-01,2.3,940000
46020,"Truckee, CA",2020-08-01,1.5,541000
33700,"Modesto, CA",2020-10-01,0.9,370000
44700,"Stockton, CA",2020-11-01,0.7,435000
22820,"Fort Morgan, CO",2012-04-01,5.0,122000
44460,"Steamboat Springs, CO",2012-05-01,9.6,379000
14720,"Breckenridge, CO",2012-09-01,14.7,340000
19740,"Denver, CO",2012-11-01,2.3,232000
14500,"Boulder, CO",2013-03-01,3.1,340000
22660,"Fort Collins, CO",2013-04-01,3.9,238000
22660,"Fort Collins, CO",2013-06-01,3.3,255000
22820,"Fort Morgan, CO",2013-09-01,5.3,115000
22660,"Fort Collins, CO",2014-02-01,3.5,235000
24540,"Greeley, CO",2014-03-01,2.1,223000
44540,"Sterling, CO",2014-03-01,4.6,89000
44460,"Steamboat Springs, CO",2014-07-01,9.8,405000
14720,"Breckenridge, CO",2014-08-01,8.5,375000
14720,"Breckenridge, CO",2016-06-01,3.0,394000
24540,"Greeley, CO",2016-06-01,2.3,285000
14720,"Breckenridge, CO",2016-09-01,2.4,455000
22820,"Fort Morgan, CO",2016-11-01,3.3,150000
44540,"Sterling, CO",2016-11-01,3.2,129000
44460,"Steamboat Springs, CO",2016-12-01,7.6,474000
44460,"Steamboat Springs, CO",2017-02-01,9.3,453000
22820,"Fort Morgan, CO",2017-07-01,2.7,225000
19740,"Denver, CO",2017-10-01,1.4,375000
22660,"Fort Collins, CO",2018-01-01,3.3,374000
22660,"Fort Collins, CO",2018-02-01,3.6,374000
22820,"Fort Morgan, CO",2018-03-01,2.3,231000
44460,"Steamboat Springs, CO",2018-04-01,4.0,540000
44460,"Steamboat Springs, CO",2018-06-01,5.0,518000
14500,"Boulder, CO",2018-07-01,2.3,545000
22660,"Fort Collins, CO",2018-07-01,2.6,380000
44460,"Steamboat Springs, CO",2019-04-01,4.0,480000
14720,"Breckenridge, CO",2019-08-01,5.5,779000
17820,"Colorado Springs, CO",2020-01-01,,nan
22660,"Fort Collins, CO",2020-01-01,4.0,390000
22820,"Fort Morgan, CO",2020-01-01,3.8,237000
44460,"Steamboat Springs, CO",2020-02-01,5.7,508000
22660,"Fort Collins, CO",2020-05-01,4.8,400000
25540,"Hartford, CT",2012-05-01,7.0,215000
35980,"Norwich, CT",2014-09-01,13.2,190000
45860,"Torrington, CT",2014-09-01,16.0,220000
35980,"Norwich, CT",2014-12-01,8.3,175000
14860,"Bridgeport, CT",2015-04-01,8.3,370000
45860,"Torrington, CT",2015-04-01,10.7,166000
45860,"Torrington, CT",2016-08-01,5.5,204000
14860,"Bridgeport, CT",2018-02-01,8.5,370000
25540,"Hartford, CT",2018-05-01,4.6,215000
14860,"Bridgeport, CT",2019-06-01,5.4,435000
35980,"Norwich, CT",2019-10-01,4.1,220000
14860,"Bridgeport, CT",2020-03-01,5.9,388000
35300,"New Haven, CT",2020-04-01,4.1,229000
35980,"Norwich, CT",2020-10-01,2.1,261000
47900,"Washington, DC",2013-11-01,3.5,345000
47900,"Washington, DC",2013-12-01,2.6,354000
47900,"Washington, DC",2014-10-01,3.7,355000
47900,"Washington, DC",2018-11-01,2.5,390000
47900,"Washington, DC",2020-03-01,1.9,439000
20100,"Dover, DE",2012-03-01,7.9,166000
20100,"Dover, DE",2013-11-01,8.1,176000
48864,"Wilmington, DE",2017-03-01,4.2,208000
20100,"Dover, DE",2019-07-01,3.0,240000
20100,"Dover, DE",2020-04-01,2.5,230000
48864,"Wilmington, DE",2020-10-01,1.3,260000
19660,"Deltona, FL",2012-03-01,5.9,107000
38940,"Port St. Lucie, FL",2012-03-01,5.8,110000
39460,"Punta Gorda, FL",2012-04-01,5.4,113000
45300,"Tampa, FL",2012-04-01,6.0,118000
36380,"Okeechobee, FL",2012-05-01,4.4,73000
45540,"The Villages, FL",2012-07-01,8.0,199000
27260,"Jacksonville, FL",2013-01-01,6.9,145000
37260,"Palatka, FL",2013-01-01,18.3,65000
45540,"The Villages, FL",2013-02-01,6.4,170000
37260,"Palatka, FL",2013-05-01,12.5,88000
27260,"Jacksonville, FL",2013-10-01,6.0,160000
37260,"Palatka, FL",2013-10-01,9.6,60000
48424,"West Palm Beach, FL",2014-01-01,6.2,175000
35840,"North Port, FL",2014-02-01,7.2,185000
36380,"Okeechobee, FL",2014-04-01,4.6,86000
11580,"Arcadia, FL",2014-05-01,4.8,88000
27260,"Jacksonville, FL",2014-06-01,5.2,175000
48424,"West Palm Beach, FL",2014-08-01,4.7,198000
11580,"Arcadia, FL",2014-10-01,5.8,61000
35840,"North Port, FL",2014-10-01,3.7,195000
34940,"Naples, FL",2014-11-01,6.7,274000
35840,"North Port, FL",2014-11-01,5.1,193000
37260,"Palatka, FL",2014-12-01,9.1,83000
38940,"Port St. Lucie, FL",2015-01-01,5.8,152000
39460,"Punta Gorda, FL",2015-06-01,3.4,165000
18880,"Crestview, FL",2015-10-01,0.0,243000
34940,"Naples, FL",2015-11-01,6.1,320000
37340,"Palm Bay, FL",2015-11-01,4.2,163000
11580,"Arcadia, FL",2015-12-01,4.1,125000
15980,"Cape Coral, FL",2016-01-01,6.2,207000
36380,"Okeechobee, FL",2016-01-01,10.5,97000
15980,"Cape Coral, FL",2016-03-01,4.7,200000
37260,"Palatka, FL",2016-04-01,5.3,73000
19660,"Deltona, FL",2016-05-01,3.5,164000
17500,"Clewiston, FL",2016-06-01,9.9,105000
27260,"Jacksonville, FL",2016-06-01,3.0,200000
48424,"West Palm Beach, FL",2016-10-01,5.6,242000
37260,"Palatka, FL",2016-12-01,4.5,84000
11580,"Arcadia, FL",2017-01-01,5.2,130000
15980,"Cape Coral, FL",2017-01-01,6.8,221000
37260,"Palatka, FL",2017-06-01,3.4,119000
38940,"Port St. Lucie, FL",2017-06-01,3.6,212000
35840,"North Port, FL",2017-08-01,3.5,255000
27260,"Jacksonville, FL",2017-09-01,3.6,210000
33100,"Miami, FL",2017-10-01,7.4,280000
19660,"Deltona, FL",2018-01-01,4.5,185000
37260,"Palatka, FL",2018-01-01,7.5,110000
37340,"Palm Bay, FL",2018-01-01,5.6,206000
48424,"West Palm Beach, FL",2018-02-01,6.5,267000
19660,"Deltona, FL",2018-04-01,3.2,199000
37340,"Palm Bay, FL",2018-05-01,3.7,215000
17500,"Clewiston, FL",2018-06-01,6.4,159000
36380,"Okeechobee, FL",2018-06-01,5.5,200000
11580,"Arcadia, FL",2018-07-01,3.1,187000
27260,"Jacksonville, FL",2018-07-01,3.3,230000
36740,"Orlando, FL",2018-07-01,2.4,245000
34940,"Naples, FL",2018-08-01,5.8,330000
42680,"Sebastian, FL",2018-08-01,4.6,227000
19660,"Deltona, FL",2018-09-01,3.7,202000
27260,"Jacksonville, FL",2018-09-01,3.8,216000
45540,"The Villages, FL",2018-09-01,2.9,225000
36380,"Okeechobee, FL",2018-10-01,5.0,155000
45300,"Tampa, FL",2018-12-01,3.2,228000
39460,"Punta Gorda, FL",2019-02-01,5.7,210000
17500,"Clewiston, FL",2019-05-01,5.2,148000
18880,"Crestview, FL",2019-05-01,0.0,315000
36380,"Okeechobee, FL",2019-05-01,4.5,141000
35840,"North Port, FL",2019-07-01,3.2,275000
39460,"Punta Gorda, FL",2019-08-01,3.4,224000
45540,"The Villages, FL",2019-10-01,2.3,252000
17500,"Clewiston, FL",2019-11-01,8.9,185000
18880,"Crestview, FL",2019-11-01,0.0,295000
35840,"North Port, FL",2020-02-01,4.1,284000
19660,"Deltona, FL",2020-03-01,3.5,229000
45540,"The Villages, FL",2020-03-01,2.5,268000
37260,"Palatka, FL",2020-04-01,3.4,175000
39460,"Punta Gorda, FL",2020-04-01,4.2,235000
39460,"Punta Gorda, FL",2020-06-01,3.2,235000
45300,"Tampa, FL",2020-08-01,1.3,267000
15660,"Calhoun, GA",2012-03-01,5.9,68000
29300,"LaGrange, GA",2012-03-01,7.3,89000
16340,"Cedartown, GA",2012-09-01,9.7,63000
42200,"Santa Maria, CA",2015-02-01,5.2,473000
41500,"Salinas, CA",2015-03-01,2.6,478000
31460,"Madera, CA",2015-06-01,4.9,197000
12540,"Bakersfield, CA",2015-10-01,3.5,190000
17020,"Chico, CA",2015-10-01,2.5,251000
40140,"Riverside, CA",2015-10-01,3.8,297000
46700,"Vallejo, CA",2015-10-01,2.3,339000
12540,"Bakersfield, CA",2015-11-01,4.2,200000
17020,"Chico, CA",2015-11-01,2.9,233000
34900,"Napa, CA",2015-12-01,2.5,565000
41940,"San Jose, CA",2015-12-01,0.8,820000
42200,"Santa Maria, CA",2015-12-01,3.2,525000
36084,"Oakland, CA",2016-01-01,1.4,555000
41860,"San Francisco, CA",2016-01-01,1.5,1050000
32900,"Merced, CA",2016-02-01,3.9,221000
12540,"Bakersfield, CA",2016-03-01,3.2,204000
17340,"Clearlake, CA",2016-04-01,6.3,225000
17340,"Clearlake, CA",2016-05-01,6.8,237000
37100,"Oxnard, CA",2016-05-01,2.1,540000
40140,"Riverside, CA",2016-05-01,3.2,315000
41940,"San Jose, CA",2016-05-01,1.6,925000
23420,"Fresno, CA",2016-06-01,1.9,238000
42020,"San Luis Obispo, CA",2016-07-01,2.9,550000
42100,"Santa Cruz, CA",2016-07-01,3.6,675000
41740,"San Diego, CA",2016-10-01,2.2,517000
46700,"Vallejo, CA",2016-10-01,1.9,379000
32900,"Merced, CA",2016-12-01,2.3,245000
34900,"Napa, CA",2017-04-01,4.1,640000
11244,"Anaheim, CA",2017-05-01,2.6,679000
17020,"Chico, CA",2017-05-01,2.2,294000
12540,"Bakersfield, CA",2017-06-01,2.4,220000
42100,"Santa Cruz, CA",2017-06-01,2.4,810000
41500,"Salinas, CA",2017-07-01,4.2,585000
42020,"San Luis Obispo, CA",2017-08-01,2.8,579000
42220,"Santa Rosa, CA",2017-08-01,1.9,587000
12540,"Bakersfield, CA",2017-09-01,3.0,225000
31460,"Madera, CA",2017-09-01,4.2,258000
40900,"Sacramento, CA",2017-09-01,2.0,378000
42034,"San Rafael, CA",2017-10-01,2.3,1050000
33700,"Modesto, CA",2017-11-01,1.9,294000
34900,"Napa, CA",2018-01-01,2.7,655000
42200,"Santa Maria, CA",2018-01-01,3.7,490000
42100,"Santa Cruz, CA",2018-02-01,3.2,750000
33700,"Modesto, CA",2018-04-01,1.7,300000
42020,"San Luis Obispo, CA",2018-06-01,2.9,582000
31080,"Los Angeles, CA",2018-10-01,3.4,613000
40900,"Sacramento, CA",2018-10-01,2.4,393000
17340,"Clearlake, CA",2018-12-01,5.2,233000
42200,"Santa Maria, CA",2019-01-01,5.2,572000
42200,"Santa Maria, CA",2019-02-01,4.3,565000
23420,"Fresno, CA",2019-03-01,2.4,277000
41940,"San Jose, CA",2019-03-01,1.9,1115000
42100,"Santa Cruz, CA",2019-03-01,2.9,850000
34900,"Napa, CA",2019-04-01,4.5,705000
12540,"Bakersfield, CA",2019-07-01,2.4,249000
23420,"Fresno, CA",2019-07-01,2.0,280000
33700,"Modesto, CA",2019-07-01,1.8,330000
17020,"Chico, CA",2019-08-01,2.7,345000
41740,"San Diego, CA",2019-08-01,2.2,594000
12540,"Bakersfield, CA",2019-09-01,2.4,248000
17340,"Clearlake, CA",2019-09-01,6.7,260000
41940,"San Jose, CA",2020-02-01,1.7,1125000
42100,"Santa Cruz, CA",2020-04-01,4.1,893000
40900,"Sacramento, CA",2020-05-01,2.4,426000
37100,"Oxnard, CA",2020-10-01,1.7,690000
42020,"San Luis Obispo, CA",2020-10-01,1.4,690000
19740,"Denver, CO",2012-03-01,2.8,214000
24540,"Greeley, CO",2012-03-01,4.3,172000
44460,"Steamboat Springs, CO",2012-08-01,11.6,440000
14720,"Breckenridge, CO",2013-05-01,10.7,577000
24540,"Greeley, CO",2013-05-01,3.0,209000
22660,"Fort Collins, CO",2013-07-01,3.1,248000
24540,"Greeley, CO",2013-08-01,3.2,201000
44460,"Steamboat Springs, CO",2014-02-01,13.1,326000
14500,"Boulder, CO",2014-03-01,2.5,357000
14720,"Breckenridge, CO",2014-06-01,9.7,470000
22660,"Fort Collins, CO",2015-02-01,3.1,298000
44540,"Sterling, CO",2015-04-01,1.8,134000
44540,"Sterling, CO",2016-02-01,6.5,95000
14500,"Boulder, CO",2016-03-01,2.3,460000
14500,"Boulder, CO",2016-04-01,2.2,449000
14500,"Boulder, CO",2016-05-01,2.0,465000
24540,"Greeley, CO",2016-05-01,2.0,288000
44540,"Sterling, CO",2016-06-01,1.5,142000
14500,"Boulder, CO",2016-08-01,2.1,437000
14720,"Breckenridge, CO",2016-11-01,3.1,650000
44540,"Sterling, CO",2017-02-01,5.1,136000
14720,"Breckenridge, CO",2017-09-01,3.5,515000
17820,"Colorado Springs, CO",2017-11-01,,nan
44460,"Steamboat Springs, CO",2018-01-01,4.3,409000
22820,"Fort Morgan, CO",2018-06-01,3.8,240000
24540,"Greeley, CO",2018-07-01,2.3,335000
14720,"Breckenridge, CO",2018-08-01,2.4,583000
44460,"Steamboat Springs, CO",2018-09-01,4.2,456000
44460,"Steamboat Springs, CO",2018-12-01,6.1,505000
14500,"Boulder, CO",2019-03-01,2.4,534000
22660,"Fort Collins, CO",2019-04-01,2.5,389000
44460,"Steamboat Springs, CO",2019-06-01,4.8,575000
14500,"Boulder, CO",2019-07-01,2.4,525000
14500,"Boulder, CO",2020-01-01,2.7,536000
14720,"Breckenridge, CO",2020-05-01,11.1,571000
14720,"Breckenridge, CO",2020-07-01,2.4,580000
44460,"Steamboat Springs, CO",2020-09-01,1.0,635000
44540,"Sterling, CO",2020-10-01,2.0,179000
22820,"Fort Morgan, CO",2020-11-01,1.7,275000
14500,"Boulder, CO",2020-12-01,1.3,570000
25540,"Hartford, CT",2012-03-01,11.5,185000
45860,"Torrington, CT",2013-12-01,10.8,195000
35980,"Norwich, CT",2014-01-01,14.9,159000
25540,"Hartford, CT",2014-04-01,6.5,195000
25540,"Hartford, CT",2015-07-01,4.6,210000
14860,"Bridgeport, CT",2016-06-01,4.9,405000
25540,"Hartford, CT",2016-06-01,3.2,224000
25540,"Hartford, CT",2016-08-01,3.8,220000
45860,"Torrington, CT",2016-11-01,6.7,210000
35300,"New Haven, CT",2017-10-01,4.9,193000
35300,"New Haven, CT",2019-12-01,3.3,213000
25540,"Hartford, CT",2020-11-01,2.2,255000
14860,"Bridgeport, CT",2020-12-01,2.0,499000
47900,"Washington, DC",2012-02-01,4.3,277000
47900,"Washington, DC",2013-07-01,2.3,370000
47900,"Washington, DC",2014-11-01,4.1,356000
47900,"Washington, DC",2015-05-01,3.2,385000
47900,"Washington, DC",2019-01-01,2.7,385000
20100,"Dover, DE",2012-05-01,7.3,168000
48864,"Wilmington, DE",2012-09-01,6.3,185000
48864,"Wilmington, DE",2013-04-01,5.8,181000
20100,"Dover, DE",2013-06-01,7.2,188000
48864,"Wilmington, DE",2013-09-01,6.0,186000
48864,"Wilmington, DE",2013-10-01,5.6,200000
20100,"Dover, DE",2014-08-01,5.9,193000
20100,"Dover, DE",2015-04-01,6.4,195000
20100,"Dover, DE",2016-03-01,6.4,207000
20100,"Dover, DE",2016-11-01,5.5,209000
48864,"Wilmington, DE",2018-02-01,4.9,198000
20100,"Dover, DE",2018-03-01,3.7,204000
20100,"Dover, DE",2018-12-01,3.2,218000
20100,"Dover, DE",2019-03-01,3.5,225000
20100,"Dover, DE",2020-01-01,3.3,225000
20100,"Dover, DE",2020-06-01,1.8,240000
20100,"Dover, DE",2020-08-01,1.5,250000
11580,"Arcadia, FL",2012-04-01,18.5,67000
19660,"Deltona, FL",2012-05-01,5.2,111000
48424,"West Palm Beach, FL",2012-05-01,4.7,143000
11580,"Arcadia, FL",2012-06-01,10.6,70000
17500,"Clewiston, FL",2012-06-01,10.9,65000
36380,"Okeechobee, FL",2012-07-01,4.3,111000
35840,"North Port, FL",2012-10-01,6.2,160000
17500,"Clewiston, FL",2012-11-01,6.2,52000
36380,"Okeechobee, FL",2012-11-01,14.0,75000
36740,"Orlando, FL",2012-11-01,5.5,130000
33100,"Miami, FL",2012-12-01,6.0,187000
11580,"Arcadia, FL",2013-03-01,4.1,90000
19660,"Deltona, FL",2013-05-01,4.1,123000
38940,"Port St. Lucie, FL",2013-05-01,3.8,130000
18880,"Crestview, FL",2013-08-01,0.0,236000
27260,"Jacksonville, FL",2013-08-01,5.2,173000
45300,"Tampa, FL",2013-09-01,5.3,145000
39460,"Punta Gorda, FL",2013-11-01,8.4,125000
19660,"Deltona, FL",2013-12-01,5.3,129000
35840,"North Port, FL",2013-12-01,5.4,190000
22744,"Fort Lauderdale, FL",2014-06-01,4.4,185000
18880,"Crestview, FL",2014-10-01,0.0,230000
45540,"The Villages, FL",2014-10-01,4.6,185000
19660,"Deltona, FL",2014-11-01,5.8,130000
22744,"Fort Lauderdale, FL",2014-11-01,6.2,175000
19660,"Deltona, FL",2014-12-01,4.4,139000
35840,"North Port, FL",2015-01-01,5.4,200000
19660,"Deltona, FL",2015-02-01,5.2,135000
11580,"Arcadia, FL",2015-04-01,3.8,110000
17500,"Clewiston, FL",2015-04-01,6.6,128000
18880,"Crestview, FL",2015-04-01,0.0,245000
17500,"Clewiston, FL",2015-05-01,5.6,89000
15980,"Cape Coral, FL",2015-06-01,3.0,194000
12900,"Batesville, AR",2013-06-01,32.3,83000
31680,"Malvern, AR",2014-10-01,8.8,76000
30780,"Little Rock, AR",2014-12-01,6.3,147000
38220,"Pine Bluff, AR",2014-12-01,8.7,87000
12900,"Batesville, AR",2015-03-01,15.0,69000
26300,"Hot Springs, AR",2015-05-01,8.9,155000
12900,"Batesville, AR",2015-09-01,8.9,54000
26300,"Hot Springs, AR",2016-01-01,12.1,145000
26300,"Hot Springs, AR",2016-02-01,11.0,140000
30780,"Little Rock, AR",2016-04-01,4.9,150000
42620,"Searcy, AR",2016-06-01,3.9,124000
30780,"Little Rock, AR",2016-08-01,4.5,150000
42620,"Searcy, AR",2016-08-01,4.9,143000
