Geographyid,unemploymentrate,date,region,monthsofsupply,mediansaleprice
13820,7.4,2/1/12,"Birmingham, AL",5,133000
13820,7,3/1/12,"Birmingham, AL",4.5,140000
13820,6.3,4/1/12,"Birmingham, AL",4.3,137000
13820,6.9,5/1/12,"Birmingham, AL",4,155000
13820,7.9,6/1/12,"Birmingham, AL",3.7,164000
13820,7.9,7/1/12,"Birmingham, AL",4.2,156000
13820,7.5,8/1/12,"Birmingham, AL",3.5,155000
13820,6.7,9/1/12,"Birmingham, AL",4.5,159000
13820,6.7,10/1/12,"Birmingham, AL",4.5,150000
13820,6,11/1/12,"Birmingham, AL",4.4,156000
13820,6.3,12/1/12,"Birmingham, AL",4.6,154000
13820,7.2,1/1/13,"Birmingham, AL",5.5,140000
13820,7,2/1/13,"Birmingham, AL",5.3,141000
13820,6.2,3/1/13,"Birmingham, AL",4.8,149000
13820,5.5,4/1/13,"Birmingham, AL",4.1,160000
13820,5.8,5/1/13,"Birmingham, AL",3.5,170000
13820,6.7,6/1/13,"Birmingham, AL",4,186000
13820,6.5,7/1/13,"Birmingham, AL",3.6,184000
13820,6.6,8/1/13,"Birmingham, AL",3.5,168000
13820,6.3,9/1/13,"Birmingham, AL",4,164000
13820,6.2,10/1/13,"Birmingham, AL",4.5,160000
13820,5.9,11/1/13,"Birmingham, AL",5.1,161000
13820,5.9,12/1/13,"Birmingham, AL",4.3,156000
13820,6.7,1/1/14,"Birmingham, AL",6.5,140000
13820,6.9,2/1/14,"Birmingham, AL",5.5,154000
13820,6.4,3/1/14,"Birmingham, AL",4.6,161000
13820,5.5,4/1/14,"Birmingham, AL",4.1,160000
13820,5.8,5/1/14,"Birmingham, AL",3.9,172000
13820,6.4,6/1/14,"Birmingham, AL",3.6,177000
13820,6.4,7/1/14,"Birmingham, AL",3.5,174000
13820,6.2,8/1/14,"Birmingham, AL",3.6,173000
13820,5.6,9/1/14,"Birmingham, AL",3.5,172000
13820,5.5,10/1/14,"Birmingham, AL",4.1,163000
13820,5.2,11/1/14,"Birmingham, AL",5,162000
13820,5.1,12/1/14,"Birmingham, AL",4,177000
13820,5.7,1/1/15,"Birmingham, AL",5.3,154000
13820,5.6,2/1/15,"Birmingham, AL",4.3,162000
13820,5.3,3/1/15,"Birmingham, AL",3.6,170000
13820,5,4/1/15,"Birmingham, AL",3.5,180000
13820,5.3,5/1/15,"Birmingham, AL",3.1,191000
13820,5.9,6/1/15,"Birmingham, AL",2.9,190000
13820,5.8,7/1/15,"Birmingham, AL",3.2,179000
13820,5.8,8/1/15,"Birmingham, AL",4.3,182000
13820,5.3,9/1/15,"Birmingham, AL",4.7,170000
13820,5.4,10/1/15,"Birmingham, AL",6.3,166000
13820,5.3,11/1/15,"Birmingham, AL",7.4,170000
13820,5.3,12/1/15,"Birmingham, AL",5.6,167000
13820,5.8,1/1/16,"Birmingham, AL",7.3,163000
13820,5.8,2/1/16,"Birmingham, AL",6.4,168000
13820,5.6,3/1/16,"Birmingham, AL",5.1,172000
13820,5,4/1/16,"Birmingham, AL",5,185000
13820,5,5/1/16,"Birmingham, AL",4.2,187000
13820,5.8,6/1/16,"Birmingham, AL",4.3,195000
13820,5.6,7/1/16,"Birmingham, AL",4.6,185000
13820,5.6,8/1/16,"Birmingham, AL",4,177000
13820,5.6,9/1/16,"Birmingham, AL",4.4,185000
13820,5.6,10/1/16,"Birmingham, AL",4.9,175000
13820,5.1,11/1/16,"Birmingham, AL",5.1,184000
13820,5,12/1/16,"Birmingham, AL",4.5,179000
13820,5.5,1/1/17,"Birmingham, AL",6,178000
13820,5.2,2/1/17,"Birmingham, AL",5.5,170000
13820,4.5,3/1/17,"Birmingham, AL",4.1,175000
13820,3.8,4/1/17,"Birmingham, AL",4.6,195000
13820,3.6,5/1/17,"Birmingham, AL",3.8,199000
13820,4.4,6/1/17,"Birmingham, AL",3.8,202000
13820,4.1,7/1/17,"Birmingham, AL",4.3,197000
13820,3.9,8/1/17,"Birmingham, AL",3.9,192000
13820,3.4,9/1/17,"Birmingham, AL",4.5,191000
13820,3.4,10/1/17,"Birmingham, AL",4.9,194000
13820,3.3,11/1/17,"Birmingham, AL",4.2,185000
13820,3.3,12/1/17,"Birmingham, AL",4.1,195000
13820,3.9,1/1/18,"Birmingham, AL",5.7,179000
13820,3.9,2/1/18,"Birmingham, AL",4.5,200000
13820,3.6,3/1/18,"Birmingham, AL",3.5,189000
13820,3.1,4/1/18,"Birmingham, AL",3.4,195000
13820,3.1,5/1/18,"Birmingham, AL",3,215000
13820,4.1,6/1/18,"Birmingham, AL",3.3,213000
13820,3.7,7/1/18,"Birmingham, AL",3.5,210000
13820,3.6,8/1/18,"Birmingham, AL",3.5,204000
13820,3.3,9/1/18,"Birmingham, AL",3.8,199000
13820,3.3,10/1/18,"Birmingham, AL",3.9,195000
13820,3,11/1/18,"Birmingham, AL",3.7,196000
13820,3.1,12/1/18,"Birmingham, AL",4.1,198000
13820,3.8,1/1/19,"Birmingham, AL",5.1,187000
13820,3.5,2/1/19,"Birmingham, AL",4,190000
13820,3.1,3/1/19,"Birmingham, AL",3.5,208000
13820,2.4,4/1/19,"Birmingham, AL",3.2,218000
13820,2.2,5/1/19,"Birmingham, AL",3,230000
13820,3,6/1/19,"Birmingham, AL",3.1,225000
13820,2.8,7/1/19,"Birmingham, AL",3.2,213000
13820,2.7,8/1/19,"Birmingham, AL",3.1,219000
13820,2.4,9/1/19,"Birmingham, AL",3.3,212000
13820,2.3,10/1/19,"Birmingham, AL",3.5,205000
13820,2.2,11/1/19,"Birmingham, AL",3.7,213000
13820,2.2,12/1/19,"Birmingham, AL",3,211000
13820,2.9,1/1/20,"Birmingham, AL",3.9,206000
13820,2.5,2/1/20,"Birmingham, AL",3.5,215000
13820,2.7,3/1/20,"Birmingham, AL",3,230000
13820,11.9,4/1/20,"Birmingham, AL",3.1,230000
13820,8.5,5/1/20,"Birmingham, AL",3.3,238000
13820,7.5,6/1/20,"Birmingham, AL",2.3,239000
13820,7.8,7/1/20,"Birmingham, AL",2.2,242000
13820,5.5,8/1/20,"Birmingham, AL",2.3,236000
13820,6.3,9/1/20,"Birmingham, AL",2.2,245000
13820,5.2,10/1/20,"Birmingham, AL",2.1,237000
13820,3.8,11/1/20,"Birmingham, AL",2.2,236000
38060,7.6,2/1/12,"Phoenix, AZ",3.1,125000
38060,7.4,3/1/12,"Phoenix, AZ",2.3,131000
38060,7.1,4/1/12,"Phoenix, AZ",2.4,140000
38060,7.3,5/1/12,"Phoenix, AZ",2.3,149000
38060,7.9,6/1/12,"Phoenix, AZ",2.4,149000
38060,8,7/1/12,"Phoenix, AZ",2.8,148000
38060,7.8,8/1/12,"Phoenix, AZ",2.7,149000
38060,7.2,9/1/12,"Phoenix, AZ",3.3,152000
38060,6.9,10/1/12,"Phoenix, AZ",3.1,151000
38060,6.6,11/1/12,"Phoenix, AZ",3.3,158000
38060,6.7,12/1/12,"Phoenix, AZ",3.1,157000
38060,7.2,1/1/13,"Phoenix, AZ",3.7,157000
38060,6.6,2/1/13,"Phoenix, AZ",3.2,163000
38060,6.6,3/1/13,"Phoenix, AZ",2.6,170000
38060,6.4,4/1/13,"Phoenix, AZ",2.3,175000
38060,6.5,5/1/13,"Phoenix, AZ",2.1,178000
38060,7.2,6/1/13,"Phoenix, AZ",2.4,185000
38060,7,7/1/13,"Phoenix, AZ",2.4,187000
38060,7.2,8/1/13,"Phoenix, AZ",3,182000
38060,6.9,9/1/13,"Phoenix, AZ",3.6,186000
38060,6.6,10/1/13,"Phoenix, AZ",4.2,187000
38060,6.1,11/1/13,"Phoenix, AZ",5.1,186000
38060,6,12/1/13,"Phoenix, AZ",4.3,189000
38060,6.2,1/1/14,"Phoenix, AZ",5.8,186000
38060,6,2/1/14,"Phoenix, AZ",5.3,185000
38060,6.1,3/1/14,"Phoenix, AZ",4.4,192000
38060,5.4,4/1/14,"Phoenix, AZ",3.6,194000
38060,5.7,5/1/14,"Phoenix, AZ",3.5,195000
38060,6.2,6/1/14,"Phoenix, AZ",3.5,199000
38060,6.3,7/1/14,"Phoenix, AZ",3.7,198000
38060,6.3,8/1/14,"Phoenix, AZ",3.8,199000
38060,6,9/1/14,"Phoenix, AZ",4,195000
38060,5.7,10/1/14,"Phoenix, AZ",4.2,195000
38060,5.5,11/1/14,"Phoenix, AZ",5.2,195000
38060,5.3,12/1/14,"Phoenix, AZ",3.7,200000
38060,5.7,1/1/15,"Phoenix, AZ",5.5,196000
38060,5.3,2/1/15,"Phoenix, AZ",4.6,200000
38060,5.2,3/1/15,"Phoenix, AZ",3.2,205000
38060,5,4/1/15,"Phoenix, AZ",2.9,205000
38060,5.1,5/1/15,"Phoenix, AZ",2.8,215000
38060,5.5,6/1/15,"Phoenix, AZ",2.5,216000
38060,5.5,7/1/15,"Phoenix, AZ",2.7,214000
38060,5.4,8/1/15,"Phoenix, AZ",3,210000
38060,5.3,9/1/15,"Phoenix, AZ",3.2,215000
38060,5.1,10/1/15,"Phoenix, AZ",3.7,215000
38060,4.8,11/1/15,"Phoenix, AZ",4.5,213000
38060,4.7,12/1/15,"Phoenix, AZ",3.3,219000
38060,4.9,1/1/16,"Phoenix, AZ",4.8,214000
38060,4.6,2/1/16,"Phoenix, AZ",4.5,215000
38060,4.7,3/1/16,"Phoenix, AZ",3.2,220000
38060,4.6,4/1/16,"Phoenix, AZ",3.1,225000
38060,4.4,5/1/16,"Phoenix, AZ",2.8,228000
38060,4.9,6/1/16,"Phoenix, AZ",2.7,232000
38060,4.9,7/1/16,"Phoenix, AZ",3,225000
38060,4.8,8/1/16,"Phoenix, AZ",2.9,230000
38060,4.8,9/1/16,"Phoenix, AZ",3.1,233000
38060,4.5,10/1/16,"Phoenix, AZ",3.4,230000
38060,4.2,11/1/16,"Phoenix, AZ",3.5,230000
38060,4.2,12/1/16,"Phoenix, AZ",3.1,230000
38060,4.6,1/1/17,"Phoenix, AZ",3.8,229000
38060,4.5,2/1/17,"Phoenix, AZ",3.6,232000
38060,4.3,3/1/17,"Phoenix, AZ",2.6,235000
38060,4.1,4/1/17,"Phoenix, AZ",2.7,236000
38060,4.1,5/1/17,"Phoenix, AZ",2.3,243000
38060,4.4,6/1/17,"Phoenix, AZ",2.2,247000
38060,4.4,7/1/17,"Phoenix, AZ",2.6,245000
38060,4.4,8/1/17,"Phoenix, AZ",2.5,245000
38060,4.2,9/1/17,"Phoenix, AZ",2.8,245000
38060,4,10/1/17,"Phoenix, AZ",2.9,250000
38060,3.9,11/1/17,"Phoenix, AZ",2.9,247000
38060,3.9,12/1/17,"Phoenix, AZ",2.7,248000
38060,4.4,1/1/18,"Phoenix, AZ",3.3,249000
38060,4.2,2/1/18,"Phoenix, AZ",2.9,255000
38060,4.1,3/1/18,"Phoenix, AZ",2.2,257000
38060,3.9,4/1/18,"Phoenix, AZ",2.3,258000
38060,3.8,5/1/18,"Phoenix, AZ",2,267000
38060,4.3,6/1/18,"Phoenix, AZ",2.2,270000
38060,4.3,7/1/18,"Phoenix, AZ",2.2,268000
38060,4.3,8/1/18,"Phoenix, AZ",2.3,265000
38060,4.1,9/1/18,"Phoenix, AZ",2.8,263000
38060,4,10/1/18,"Phoenix, AZ",2.9,265000
38060,3.9,11/1/18,"Phoenix, AZ",3.2,265000
38060,4.1,12/1/18,"Phoenix, AZ",3.1,265000
38060,4.6,1/1/19,"Phoenix, AZ",4.1,266000
38060,4.2,2/1/19,"Phoenix, AZ",3.5,268000
38060,4.2,3/1/19,"Phoenix, AZ",2.7,270000
38060,3.9,4/1/19,"Phoenix, AZ",2.3,274000
38060,4,5/1/19,"Phoenix, AZ",2,280000
38060,4.4,6/1/19,"Phoenix, AZ",2.1,280000
38060,4.4,7/1/19,"Phoenix, AZ",1.9,282000
38060,4.2,8/1/19,"Phoenix, AZ",1.9,283000
38060,3.9,9/1/19,"Phoenix, AZ",2.1,283000
38060,3.9,10/1/19,"Phoenix, AZ",2.2,289000
38060,3.7,11/1/19,"Phoenix, AZ",2.4,287000
38060,3.6,12/1/19,"Phoenix, AZ",1.9,293000
38060,4,1/1/20,"Phoenix, AZ",2.4,295000
38060,3.8,2/1/20,"Phoenix, AZ",2.1,300000
38060,5.4,3/1/20,"Phoenix, AZ",1.9,307000
38060,12.5,4/1/20,"Phoenix, AZ",2.5,305000
38060,8.3,5/1/20,"Phoenix, AZ",2.4,300000
38060,9.8,6/1/20,"Phoenix, AZ",1.5,310000
38060,10.4,7/1/20,"Phoenix, AZ",1.3,320000
38060,5.9,8/1/20,"Phoenix, AZ",1.5,330000
38060,6.2,9/1/20,"Phoenix, AZ",1.5,331000
38060,7.4,10/1/20,"Phoenix, AZ",1.4,338000
38060,7.2,11/1/20,"Phoenix, AZ",1.4,335000
31080,10.8,2/1/12,"Los Angeles, CA",4.6,300000
31080,10.5,3/1/12,"Los Angeles, CA",3.3,310000
31080,9.9,4/1/12,"Los Angeles, CA",3.2,315000
31080,10,5/1/12,"Los Angeles, CA",2.7,320000
31080,10.4,6/1/12,"Los Angeles, CA",2.5,330000
31080,11,7/1/12,"Los Angeles, CA",2.5,335000
31080,10.5,8/1/12,"Los Angeles, CA",2,338000
31080,9.7,9/1/12,"Los Angeles, CA",2.3,350000
31080,9.7,10/1/12,"Los Angeles, CA",1.8,345000
31080,9.4,11/1/12,"Los Angeles, CA",1.8,350000
31080,9.4,12/1/12,"Los Angeles, CA",1.3,353000
31080,10.1,1/1/13,"Los Angeles, CA",1.8,340000
31080,9.4,2/1/13,"Los Angeles, CA",1.9,360000
31080,9.1,3/1/13,"Los Angeles, CA",1.4,390000
31080,8.6,4/1/13,"Los Angeles, CA",1.5,405000
31080,8.8,5/1/13,"Los Angeles, CA",1.4,418000
31080,9.4,6/1/13,"Los Angeles, CA",1.7,435000
31080,9.7,7/1/13,"Los Angeles, CA",1.8,432000
31080,9.2,8/1/13,"Los Angeles, CA",1.8,441000
31080,8.8,9/1/13,"Los Angeles, CA",2.3,434000
31080,8.7,10/1/13,"Los Angeles, CA",2.1,437000
31080,8.3,11/1/13,"Los Angeles, CA",2.3,430000
31080,7.9,12/1/13,"Los Angeles, CA",1.9,440000
31080,8.3,1/1/14,"Los Angeles, CA",2.6,425000
31080,8.1,2/1/14,"Los Angeles, CA",2.9,435000
31080,8,3/1/14,"Los Angeles, CA",2.5,450000
31080,7.2,4/1/14,"Los Angeles, CA",2.2,460000
31080,7.4,5/1/14,"Los Angeles, CA",2.2,466000
31080,7.6,6/1/14,"Los Angeles, CA",2.4,465000
31080,8.3,7/1/14,"Los Angeles, CA",2.5,475000
31080,8,8/1/14,"Los Angeles, CA",2.7,479000
31080,7.4,9/1/14,"Los Angeles, CA",3,470000
31080,7.2,10/1/14,"Los Angeles, CA",2.7,475000
31080,7.1,11/1/14,"Los Angeles, CA",3.2,466000
31080,6.6,12/1/14,"Los Angeles, CA",2.3,469000
31080,7.1,1/1/15,"Los Angeles, CA",3.3,465000
31080,6.7,2/1/15,"Los Angeles, CA",3.5,471000
31080,6.4,3/1/15,"Los Angeles, CA",2.5,480000
31080,6.1,4/1/15,"Los Angeles, CA",2.4,495000
31080,6.2,5/1/15,"Los Angeles, CA",2.4,495000
31080,6.3,6/1/15,"Los Angeles, CA",2.3,510000
31080,6.6,7/1/15,"Los Angeles, CA",2.3,505000
31080,6.1,8/1/15,"Los Angeles, CA",2.6,510000
31080,5.7,9/1/15,"Los Angeles, CA",2.6,499000
31080,5.5,10/1/15,"Los Angeles, CA",2.6,500000
31080,5.3,11/1/15,"Los Angeles, CA",3.1,499000
31080,5.1,12/1/15,"Los Angeles, CA",2,510000
31080,5.3,1/1/16,"Los Angeles, CA",3.1,500000
31080,5.1,2/1/16,"Los Angeles, CA",3.3,502000
31080,5,3/1/16,"Los Angeles, CA",2.5,520000
31080,4.7,4/1/16,"Los Angeles, CA",2.5,530000
31080,4.6,5/1/16,"Los Angeles, CA",2.5,540000
31080,5.1,6/1/16,"Los Angeles, CA",2.4,543000
31080,5.5,7/1/16,"Los Angeles, CA",2.8,543000
31080,5.3,8/1/16,"Los Angeles, CA",2.7,545000
31080,5.1,9/1/16,"Los Angeles, CA",2.9,536000
31080,4.9,10/1/16,"Los Angeles, CA",3.1,540000
31080,4.6,11/1/16,"Los Angeles, CA",2.9,545000
31080,4.5,12/1/16,"Los Angeles, CA",2.3,535000
31080,4.9,1/1/17,"Los Angeles, CA",3.1,540000
31080,4.7,2/1/17,"Los Angeles, CA",3.4,540000
31080,4.4,3/1/17,"Los Angeles, CA",2.4,555000
31080,4.2,4/1/17,"Los Angeles, CA",2.8,560000
31080,4.1,5/1/17,"Los Angeles, CA",2.4,578000
31080,4.6,6/1/17,"Los Angeles, CA",2.2,588000
31080,5,7/1/17,"Los Angeles, CA",2.8,590000
31080,4.9,8/1/17,"Los Angeles, CA",2.3,590000
31080,4.4,9/1/17,"Los Angeles, CA",2.6,590000
31080,4.2,10/1/17,"Los Angeles, CA",2.6,579000
31080,4.1,11/1/17,"Los Angeles, CA",2.5,588000
31080,4,12/1/17,"Los Angeles, CA",2,585000
31080,4.5,1/1/18,"Los Angeles, CA",3,575000
31080,4.3,2/1/18,"Los Angeles, CA",3.3,595000
31080,4.1,3/1/18,"Los Angeles, CA",2.3,602000
31080,3.9,4/1/18,"Los Angeles, CA",2.7,610000
31080,3.8,5/1/18,"Los Angeles, CA",2.6,630000
31080,4.4,6/1/18,"Los Angeles, CA",2.6,635000
31080,4.7,7/1/18,"Los Angeles, CA",2.9,627000
31080,4.5,8/1/18,"Los Angeles, CA",2.8,629000
31080,4.2,9/1/18,"Los Angeles, CA",3.8,615000
31080,4.2,10/1/18,"Los Angeles, CA",3.4,613000
31080,4,11/1/18,"Los Angeles, CA",3.8,625000
31080,4.1,12/1/18,"Los Angeles, CA",3.3,600000
31080,4.6,1/1/19,"Los Angeles, CA",4.6,595000
31080,4.2,2/1/19,"Los Angeles, CA",4.7,602000
31080,4.1,3/1/19,"Los Angeles, CA",3.5,624000
31080,3.7,4/1/19,"Los Angeles, CA",3.2,627000
31080,3.7,5/1/19,"Los Angeles, CA",3,630000
31080,4.1,6/1/19,"Los Angeles, CA",3.2,637000
31080,4.5,7/1/19,"Los Angeles, CA",3.1,650000
31080,4.3,8/1/19,"Los Angeles, CA",2.9,636000
31080,3.9,9/1/19,"Los Angeles, CA",3.3,640000
31080,3.9,10/1/19,"Los Angeles, CA",2.9,645000
31080,3.8,11/1/19,"Los Angeles, CA",2.9,640000
31080,3.6,12/1/19,"Los Angeles, CA",2.2,650000
31080,4.1,1/1/20,"Los Angeles, CA",2.9,635000
31080,4.1,2/1/20,"Los Angeles, CA",3.2,636000
31080,5.9,3/1/20,"Los Angeles, CA",2.7,660000
31080,18.8,4/1/20,"Los Angeles, CA",3.6,650000
31080,19.3,5/1/20,"Los Angeles, CA",4.8,635000
31080,18.1,6/1/20,"Los Angeles, CA",3.4,656000
31080,17,7/1/20,"Los Angeles, CA",2.6,700000
31080,15,8/1/20,"Los Angeles, CA",2.6,710000
31080,13.8,9/1/20,"Los Angeles, CA",2.5,730000
31080,10.7,10/1/20,"Los Angeles, CA",2.4,735000
31080,9.6,11/1/20,"Los Angeles, CA",2.4,720000
40140,12.2,2/1/12,"Riverside, CA",4.3,179000
40140,11.9,3/1/12,"Riverside, CA",3.1,185000
40140,11.2,4/1/12,"Riverside, CA",3.1,190000
40140,11.3,5/1/12,"Riverside, CA",2.4,192000
40140,12.2,6/1/12,"Riverside, CA",2.3,190000
40140,12.5,7/1/12,"Riverside, CA",2.3,199000
40140,12,8/1/12,"Riverside, CA",1.9,199000
40140,11,9/1/12,"Riverside, CA",2.2,200000
40140,11,10/1/12,"Riverside, CA",1.8,201000
40140,10.5,11/1/12,"Riverside, CA",1.9,214000
40140,10.4,12/1/12,"Riverside, CA",1.8,220000
40140,10.9,1/1/13,"Riverside, CA",2,218000
40140,10.4,2/1/13,"Riverside, CA",2,215000
40140,10.1,3/1/13,"Riverside, CA",1.6,230000
40140,9.5,4/1/13,"Riverside, CA",1.5,235000
40140,9.4,5/1/13,"Riverside, CA",1.5,241000
40140,10.4,6/1/13,"Riverside, CA",1.8,250000
40140,10.6,7/1/13,"Riverside, CA",1.9,253000
40140,10.2,8/1/13,"Riverside, CA",2,250000
40140,9.6,9/1/13,"Riverside, CA",2.5,255000
40140,9.6,10/1/13,"Riverside, CA",2.6,261000
40140,9,11/1/13,"Riverside, CA",3,258000
40140,8.6,12/1/13,"Riverside, CA",2.7,270000
40140,8.9,1/1/14,"Riverside, CA",3.4,263000
40140,8.9,2/1/14,"Riverside, CA",3.6,265000
40140,8.8,3/1/14,"Riverside, CA",2.9,275000
40140,7.8,4/1/14,"Riverside, CA",2.7,275000
40140,7.8,5/1/14,"Riverside, CA",2.6,280000
40140,8.3,6/1/14,"Riverside, CA",2.9,285000
40140,8.9,7/1/14,"Riverside, CA",3.1,282000
40140,8.6,8/1/14,"Riverside, CA",3.7,284000
40140,7.8,9/1/14,"Riverside, CA",3.8,275000
40140,7.6,10/1/14,"Riverside, CA",3.8,280000
40140,7.3,11/1/14,"Riverside, CA",4.7,280000
40140,6.8,12/1/14,"Riverside, CA",3.7,287000
40140,7.3,1/1/15,"Riverside, CA",4.8,272000
40140,7,2/1/15,"Riverside, CA",4.9,285000
40140,6.8,3/1/15,"Riverside, CA",3.6,294000
40140,6.4,4/1/15,"Riverside, CA",3.2,294000
40140,6.4,5/1/15,"Riverside, CA",3.3,295000
40140,6.8,6/1/15,"Riverside, CA",3.1,301000
40140,7.3,7/1/15,"Riverside, CA",3,300000
40140,6.8,8/1/15,"Riverside, CA",3.4,302000
40140,6.3,9/1/15,"Riverside, CA",3.5,300000
40140,6.2,10/1/15,"Riverside, CA",3.8,297000
40140,6,11/1/15,"Riverside, CA",4.6,299000
40140,5.7,12/1/15,"Riverside, CA",3.3,305000
40140,6,1/1/16,"Riverside, CA",4.6,295000
40140,5.9,2/1/16,"Riverside, CA",4.7,300000
40140,6,3/1/16,"Riverside, CA",3.4,310000
40140,5.7,4/1/16,"Riverside, CA",3.4,315000
40140,5.4,5/1/16,"Riverside, CA",3.2,315000
40140,6.4,6/1/16,"Riverside, CA",2.9,319000
40140,6.7,7/1/16,"Riverside, CA",3.4,320000
40140,6.5,8/1/16,"Riverside, CA",3.4,320000
40140,6.1,9/1/16,"Riverside, CA",3.6,321000
40140,6,10/1/16,"Riverside, CA",3.9,320000
40140,5.5,11/1/16,"Riverside, CA",3.8,320000
40140,5.3,12/1/16,"Riverside, CA",3.3,325000
40140,5.8,1/1/17,"Riverside, CA",4,318000
40140,5.5,2/1/17,"Riverside, CA",4.2,325000
40140,5.3,3/1/17,"Riverside, CA",2.9,333000
40140,4.8,4/1/17,"Riverside, CA",3.2,335000
40140,4.6,5/1/17,"Riverside, CA",2.8,342000
40140,5.4,6/1/17,"Riverside, CA",2.6,346000
40140,5.7,7/1/17,"Riverside, CA",3.1,347000
40140,5.6,8/1/17,"Riverside, CA",2.7,340000
40140,4.9,9/1/17,"Riverside, CA",3.1,341000
40140,4.7,10/1/17,"Riverside, CA",3,343000
40140,4.5,11/1/17,"Riverside, CA",3.2,340000
40140,4.3,12/1/17,"Riverside, CA",2.9,350000
40140,4.6,1/1/18,"Riverside, CA",3.6,350000
40140,4.5,2/1/18,"Riverside, CA",4,355000
40140,4.3,3/1/18,"Riverside, CA",3,356000
40140,3.9,4/1/18,"Riverside, CA",3,360000
40140,3.7,5/1/18,"Riverside, CA",2.9,363000
40140,4.6,6/1/18,"Riverside, CA",3.1,365000
40140,4.8,7/1/18,"Riverside, CA",3.3,369000
40140,4.7,8/1/18,"Riverside, CA",3.3,360000
40140,4.2,9/1/18,"Riverside, CA",4.1,368000
40140,4.2,10/1/18,"Riverside, CA",3.8,364000
40140,4,11/1/18,"Riverside, CA",4.3,360000
40140,4.1,12/1/18,"Riverside, CA",4.2,362000
40140,4.6,1/1/19,"Riverside, CA",5,360000
40140,4.2,2/1/19,"Riverside, CA",4.9,365000
40140,4.2,3/1/19,"Riverside, CA",3.7,370000
40140,3.6,4/1/19,"Riverside, CA",3.4,377000
40140,3.5,5/1/19,"Riverside, CA",3.1,375000
40140,4.2,6/1/19,"Riverside, CA",3.4,385000
40140,4.6,7/1/19,"Riverside, CA",3.2,380000
40140,4.4,8/1/19,"Riverside, CA",3.2,383000
40140,3.8,9/1/19,"Riverside, CA",3.5,385000
40140,3.9,10/1/19,"Riverside, CA",3.2,385000
40140,3.7,11/1/19,"Riverside, CA",3.6,380000
40140,3.5,12/1/19,"Riverside, CA",3,382000
40140,4.1,1/1/20,"Riverside, CA",3.5,385000
40140,4,2/1/20,"Riverside, CA",3.6,390000
40140,5.2,3/1/20,"Riverside, CA",2.8,400000
40140,14.7,4/1/20,"Riverside, CA",3.6,395000
40140,15.1,5/1/20,"Riverside, CA",3.9,395000
40140,14.3,6/1/20,"Riverside, CA",2.4,408000
40140,13.4,7/1/20,"Riverside, CA",1.7,420000
40140,10.5,8/1/20,"Riverside, CA",1.8,429000
40140,10.2,9/1/20,"Riverside, CA",1.7,440000
40140,8.7,10/1/20,"Riverside, CA",1.7,440000
40140,7.9,11/1/20,"Riverside, CA",1.6,442000
40900,11.2,2/1/12,"Sacramento, CA",4,179000
40900,11.1,3/1/12,"Sacramento, CA",3.1,185000
40900,10.3,4/1/12,"Sacramento, CA",3.2,188000
40900,10.1,5/1/12,"Sacramento, CA",2.7,190000
40900,10.6,6/1/12,"Sacramento, CA",2.7,195000
40900,10.8,7/1/12,"Sacramento, CA",1.9,205000
40900,10.2,8/1/12,"Sacramento, CA",1.7,205000
40900,9.5,9/1/12,"Sacramento, CA",1.9,213000
40900,9.6,10/1/12,"Sacramento, CA",1.6,210000
40900,9.4,11/1/12,"Sacramento, CA",1.6,218000
40900,9.5,12/1/12,"Sacramento, CA",1.4,221000
40900,10,1/1/13,"Sacramento, CA",1.8,220000
40900,9.4,2/1/13,"Sacramento, CA",1.8,225000
40900,9.1,3/1/13,"Sacramento, CA",1.5,244000
40900,8.4,4/1/13,"Sacramento, CA",1.6,248000
40900,8.3,5/1/13,"Sacramento, CA",1.6,265000
40900,9,6/1/13,"Sacramento, CA",2,270000
40900,9,7/1/13,"Sacramento, CA",2.1,278000
40900,8.6,8/1/13,"Sacramento, CA",2.3,275000
40900,8.2,9/1/13,"Sacramento, CA",2.7,278000
40900,8.3,10/1/13,"Sacramento, CA",2.7,276000
40900,8,11/1/13,"Sacramento, CA",3,270000
40900,7.7,12/1/13,"Sacramento, CA",2.3,275000
40900,8.1,1/1/14,"Sacramento, CA",3.2,265000
40900,8.1,2/1/14,"Sacramento, CA",3.1,279000
40900,7.9,3/1/14,"Sacramento, CA",2.5,288000
40900,6.9,4/1/14,"Sacramento, CA",2.3,289000
40900,6.9,5/1/14,"Sacramento, CA",2.4,302000
40900,7.1,6/1/14,"Sacramento, CA",2.7,300000
40900,7.5,7/1/14,"Sacramento, CA",2.8,300000
40900,7.2,8/1/14,"Sacramento, CA",3,300000
40900,6.6,9/1/14,"Sacramento, CA",3,299000
40900,6.6,10/1/14,"Sacramento, CA",2.9,298000
40900,6.5,11/1/14,"Sacramento, CA",3.3,289000
40900,6.2,12/1/14,"Sacramento, CA",2.3,298000
40900,6.7,1/1/15,"Sacramento, CA",3.3,284000
40900,6.4,2/1/15,"Sacramento, CA",2.8,309000
40900,6.2,3/1/15,"Sacramento, CA",2.2,305000
40900,5.7,4/1/15,"Sacramento, CA",2.1,315000
40900,5.7,5/1/15,"Sacramento, CA",2.3,325000
40900,6,6/1/15,"Sacramento, CA",2.2,325000
40900,6.1,7/1/15,"Sacramento, CA",2.3,319000
40900,5.7,8/1/15,"Sacramento, CA",2.3,317000
