Geographyid,unemploymentrate,date,region,monthsofsupply,mediansaleprice
29820,7.3,11/1/14,"Las Vegas, NV",5.8,187000
29820,7.2,12/1/14,"Las Vegas, NV",4.9,189000
29820,7.5,1/1/15,"Las Vegas, NV",6.1,185000
29820,7.2,2/1/15,"Las Vegas, NV",5.9,189000
29820,6.9,3/1/15,"Las Vegas, NV",4.3,190000
29820,7,4/1/15,"Las Vegas, NV",4.4,196000
29820,6.7,5/1/15,"Las Vegas, NV",4.4,195000
29820,7,6/1/15,"Las Vegas, NV",4,201000
29820,7.1,7/1/15,"Las Vegas, NV",3.9,204000
29820,6.8,8/1/15,"Las Vegas, NV",4.2,202000
29820,6.8,9/1/15,"Las Vegas, NV",4.4,205000
29820,6.4,10/1/15,"Las Vegas, NV",4.8,200000
29820,6.3,11/1/15,"Las Vegas, NV",5.7,201000
29820,6.2,12/1/15,"Las Vegas, NV",3.9,200000
29820,6.4,1/1/16,"Las Vegas, NV",5.7,200000
29820,6.1,2/1/16,"Las Vegas, NV",5.3,205000
29820,6.1,3/1/16,"Las Vegas, NV",4.1,200000
29820,5.9,4/1/16,"Las Vegas, NV",4.1,205000
29820,5.8,5/1/16,"Las Vegas, NV",3.8,215000
29820,6.1,6/1/16,"Las Vegas, NV",3.4,215000
29820,6,7/1/16,"Las Vegas, NV",3.9,217000
29820,5.7,8/1/16,"Las Vegas, NV",3.6,215000
29820,5.7,9/1/16,"Las Vegas, NV",3.7,217000
29820,5.5,10/1/16,"Las Vegas, NV",4,218000
29820,5.3,11/1/16,"Las Vegas, NV",3.7,220000
29820,5.3,12/1/16,"Las Vegas, NV",3,215000
29820,5.5,1/1/17,"Las Vegas, NV",4,218000
29820,5.4,2/1/17,"Las Vegas, NV",3.9,222000
29820,5.2,3/1/17,"Las Vegas, NV",2.9,225000
29820,5.3,4/1/17,"Las Vegas, NV",3.2,230000
29820,5.1,5/1/17,"Las Vegas, NV",2.6,235000
29820,5.5,6/1/17,"Las Vegas, NV",2.4,241000
29820,5.4,7/1/17,"Las Vegas, NV",2.8,245000
29820,5.2,8/1/17,"Las Vegas, NV",2.6,245000
29820,5.2,9/1/17,"Las Vegas, NV",2.9,250000
29820,4.9,10/1/17,"Las Vegas, NV",2.7,249000
29820,4.9,11/1/17,"Las Vegas, NV",2.8,248000
29820,4.9,12/1/17,"Las Vegas, NV",2.5,252000
29820,5.2,1/1/18,"Las Vegas, NV",3,250000
29820,5,2/1/18,"Las Vegas, NV",3.3,255000
29820,4.8,3/1/18,"Las Vegas, NV",2.3,265000
29820,4.7,4/1/18,"Las Vegas, NV",2.7,270000
29820,4.5,5/1/18,"Las Vegas, NV",2.5,271000
29820,4.9,6/1/18,"Las Vegas, NV",2.4,273000
29820,4.8,7/1/18,"Las Vegas, NV",1.9,272000
29820,4.6,8/1/18,"Las Vegas, NV",2.2,275000
29820,4.6,9/1/18,"Las Vegas, NV",3.2,280000
29820,4.3,10/1/18,"Las Vegas, NV",3,277000
29820,4.2,11/1/18,"Las Vegas, NV",3.6,278000
29820,4.3,12/1/18,"Las Vegas, NV",3.7,275000
29820,4.6,1/1/19,"Las Vegas, NV",4.6,280000
29820,4.2,2/1/19,"Las Vegas, NV",4.3,275000
29820,4.1,3/1/19,"Las Vegas, NV",3.5,280000
29820,4,4/1/19,"Las Vegas, NV",3.3,279000
29820,4,5/1/19,"Las Vegas, NV",3,285000
29820,4.4,6/1/19,"Las Vegas, NV",3.4,287000
29820,4.3,7/1/19,"Las Vegas, NV",3.1,285000
29820,4.1,8/1/19,"Las Vegas, NV",3,288000
29820,3.9,9/1/19,"Las Vegas, NV",3.3,292000
29820,3.8,10/1/19,"Las Vegas, NV",3.1,290000
29820,3.6,11/1/19,"Las Vegas, NV",3.4,288000
29820,3.5,12/1/19,"Las Vegas, NV",2.8,295000
29820,3.9,1/1/20,"Las Vegas, NV",2.9,285000
29820,3.9,2/1/20,"Las Vegas, NV",2.7,295000
29820,7.2,3/1/20,"Las Vegas, NV",2.7,296000
29820,34,4/1/20,"Las Vegas, NV",4,293000
29820,28.8,5/1/20,"Las Vegas, NV",4.8,300000
29820,17.8,6/1/20,"Las Vegas, NV",3.2,309000
29820,16.6,7/1/20,"Las Vegas, NV",2.3,310000
29820,15.6,8/1/20,"Las Vegas, NV",2.6,310000
29820,14.6,9/1/20,"Las Vegas, NV",2.3,317000
29820,13.7,10/1/20,"Las Vegas, NV",2.2,317000
29820,11.5,11/1/20,"Las Vegas, NV",2.1,320000
15380,9.4,2/1/12,"Buffalo, NY",12.7,103000
15380,9,3/1/12,"Buffalo, NY",9.2,113000
15380,8.3,4/1/12,"Buffalo, NY",9.4,110000
15380,8.4,5/1/12,"Buffalo, NY",7.9,117000
15380,8.6,6/1/12,"Buffalo, NY",6.9,127000
15380,8.9,7/1/12,"Buffalo, NY",7,127000
15380,8.4,8/1/12,"Buffalo, NY",5.5,128000
15380,8.1,9/1/12,"Buffalo, NY",7.4,123000
15380,7.8,10/1/12,"Buffalo, NY",5.9,118000
15380,7.6,11/1/12,"Buffalo, NY",6.5,125000
15380,8.2,12/1/12,"Buffalo, NY",5.6,123000
15380,9.2,1/1/13,"Buffalo, NY",6.5,112000
15380,8.9,2/1/13,"Buffalo, NY",8.6,114000
15380,8.2,3/1/13,"Buffalo, NY",6.6,111000
15380,7.6,4/1/13,"Buffalo, NY",6.9,116000
15380,7.3,5/1/13,"Buffalo, NY",6.2,120000
15380,7.7,6/1/13,"Buffalo, NY",5.6,130000
15380,7.7,7/1/13,"Buffalo, NY",4.9,132000
15380,7.3,8/1/13,"Buffalo, NY",4.8,129000
15380,7.1,9/1/13,"Buffalo, NY",5.5,127000
15380,6.9,10/1/13,"Buffalo, NY",4.8,123000
15380,6.7,11/1/13,"Buffalo, NY",5.7,119000
15380,6.7,12/1/13,"Buffalo, NY",5.3,117000
15380,7.4,1/1/14,"Buffalo, NY",6.7,115000
15380,7.6,2/1/14,"Buffalo, NY",8,111000
15380,7.1,3/1/14,"Buffalo, NY",7,113000
15380,6,4/1/14,"Buffalo, NY",6.7,112000
15380,6,5/1/14,"Buffalo, NY",6.4,120000
15380,6,6/1/14,"Buffalo, NY",6.1,126000
15380,6.4,7/1/14,"Buffalo, NY",5.4,129000
15380,6.2,8/1/14,"Buffalo, NY",5.3,133000
15380,5.7,9/1/14,"Buffalo, NY",5.4,127000
15380,5.4,10/1/14,"Buffalo, NY",4.7,124000
15380,5.7,11/1/14,"Buffalo, NY",7.3,118000
15380,5.7,12/1/14,"Buffalo, NY",4.2,120000
15380,6.7,1/1/15,"Buffalo, NY",6.7,111000
15380,6.5,2/1/15,"Buffalo, NY",7.7,109000
15380,6,3/1/15,"Buffalo, NY",6.2,113000
15380,5.5,4/1/15,"Buffalo, NY",6.6,123000
15380,5.4,5/1/15,"Buffalo, NY",6.2,119000
15380,5.4,6/1/15,"Buffalo, NY",4.6,133000
15380,5.6,7/1/15,"Buffalo, NY",3.4,137000
15380,5.3,8/1/15,"Buffalo, NY",3.5,135000
15380,4.9,9/1/15,"Buffalo, NY",3.8,131000
15380,4.7,10/1/15,"Buffalo, NY",3.5,125000
15380,4.8,11/1/15,"Buffalo, NY",4.1,123000
15380,5,12/1/15,"Buffalo, NY",3.5,125000
15380,5.5,1/1/16,"Buffalo, NY",4.1,119000
15380,5.7,2/1/16,"Buffalo, NY",4.3,118000
15380,5.4,3/1/16,"Buffalo, NY",4.2,120000
15380,4.9,4/1/16,"Buffalo, NY",4.2,120000
15380,4.4,5/1/16,"Buffalo, NY",3.9,125000
15380,4.7,6/1/16,"Buffalo, NY",3.1,133000
15380,5.1,7/1/16,"Buffalo, NY",3.1,140000
15380,5.1,8/1/16,"Buffalo, NY",2.8,140000
15380,5,9/1/16,"Buffalo, NY",3.1,135000
15380,5,10/1/16,"Buffalo, NY",2.7,135000
15380,4.9,11/1/16,"Buffalo, NY",2.9,133000
15380,5.3,12/1/16,"Buffalo, NY",2.6,129000
15380,6.2,1/1/17,"Buffalo, NY",3,125000
15380,6.3,2/1/17,"Buffalo, NY",3.5,118000
15380,5.5,3/1/17,"Buffalo, NY",3.2,125000
15380,5.1,4/1/17,"Buffalo, NY",3.3,129000
15380,5,5/1/17,"Buffalo, NY",3,140000
15380,5.1,6/1/17,"Buffalo, NY",2.7,147000
15380,5.4,7/1/17,"Buffalo, NY",2.8,150000
15380,5.4,8/1/17,"Buffalo, NY",2.2,150000
15380,4.9,9/1/17,"Buffalo, NY",2.4,152000
15380,4.8,10/1/17,"Buffalo, NY",2.1,145000
15380,5,11/1/17,"Buffalo, NY",2.1,140000
15380,5.4,12/1/17,"Buffalo, NY",1.8,143000
15380,6,1/1/18,"Buffalo, NY",2.1,138000
15380,6.1,2/1/18,"Buffalo, NY",2.1,130000
15380,5.4,3/1/18,"Buffalo, NY",2.2,137000
15380,4.7,4/1/18,"Buffalo, NY",2.3,135000
15380,4.1,5/1/18,"Buffalo, NY",2.2,145000
15380,4.4,6/1/18,"Buffalo, NY",2.1,155000
15380,4.4,7/1/18,"Buffalo, NY",2.2,165000
15380,4.2,8/1/18,"Buffalo, NY",2,155000
15380,3.7,9/1/18,"Buffalo, NY",2.5,160000
15380,3.7,10/1/18,"Buffalo, NY",2,152000
15380,3.7,11/1/18,"Buffalo, NY",2.1,152000
15380,4.4,12/1/18,"Buffalo, NY",1.9,147000
15380,5.2,1/1/19,"Buffalo, NY",2.5,142000
15380,5,2/1/19,"Buffalo, NY",2.8,147000
15380,4.6,3/1/19,"Buffalo, NY",2.3,145000
15380,3.9,4/1/19,"Buffalo, NY",2.3,145000
15380,3.8,5/1/19,"Buffalo, NY",2.1,155000
15380,4.1,6/1/19,"Buffalo, NY",2.2,165000
15380,4.6,7/1/19,"Buffalo, NY",1.9,169000
15380,4.5,8/1/19,"Buffalo, NY",1.8,170000
15380,4,9/1/19,"Buffalo, NY",2.2,164000
15380,4.1,10/1/19,"Buffalo, NY",2,163000
15380,4.2,11/1/19,"Buffalo, NY",1.9,159000
15380,4.7,12/1/19,"Buffalo, NY",1.6,160000
15380,5.1,1/1/20,"Buffalo, NY",1.9,152000
15380,4.9,2/1/20,"Buffalo, NY",2.3,150000
15380,5,3/1/20,"Buffalo, NY",2,154000
15380,19.3,4/1/20,"Buffalo, NY",2,167000
15380,14.1,5/1/20,"Buffalo, NY",2.2,168000
15380,13.5,6/1/20,"Buffalo, NY",2.2,165000
15380,14.1,7/1/20,"Buffalo, NY",1.7,178000
15380,10.7,8/1/20,"Buffalo, NY",1.4,190000
15380,6.6,9/1/20,"Buffalo, NY",1.3,190000
15380,6.7,10/1/20,"Buffalo, NY",0.8,186000
15380,5.9,11/1/20,"Buffalo, NY",0.9,183000
35620,5.5,5/1/15,"New York, NY",9.4,410000
35620,5.4,6/1/15,"New York, NY",7.4,425000
35620,5.6,7/1/15,"New York, NY",6.7,430000
35620,5.2,8/1/15,"New York, NY",7.1,435000
35620,4.8,9/1/15,"New York, NY",8,416000
35620,4.8,10/1/15,"New York, NY",7.9,400000
35620,4.7,11/1/15,"New York, NY",9.3,400000
35620,4.6,12/1/15,"New York, NY",7.2,417000
35620,5.1,1/1/16,"New York, NY",9.5,413000
35620,5.1,2/1/16,"New York, NY",9.8,410000
35620,5,3/1/16,"New York, NY",9.6,426000
35620,4.6,4/1/16,"New York, NY",10.4,430000
35620,4.5,5/1/16,"New York, NY",9.4,439000
35620,4.8,6/1/16,"New York, NY",7.6,460000
35620,5.2,7/1/16,"New York, NY",8.1,475000
35620,5.1,8/1/16,"New York, NY",6.7,465000
35620,5,9/1/16,"New York, NY",7.7,458000
35620,4.8,10/1/16,"New York, NY",8.5,449000
35620,4.3,11/1/16,"New York, NY",8.3,440000
35620,4.2,12/1/16,"New York, NY",7,444000
35620,4.9,1/1/17,"New York, NY",8.3,450000
35620,4.9,2/1/17,"New York, NY",9.7,450000
35620,4.4,3/1/17,"New York, NY",8.4,450000
35620,4.1,4/1/17,"New York, NY",9.9,450000
35620,4.3,5/1/17,"New York, NY",8.4,454000
35620,4.5,6/1/17,"New York, NY",6.4,490000
35620,4.9,7/1/17,"New York, NY",6.8,500000
35620,4.9,8/1/17,"New York, NY",5.5,490000
35620,4.5,9/1/17,"New York, NY",7,472000
35620,4.3,10/1/17,"New York, NY",7,460000
35620,4.1,11/1/17,"New York, NY",7.3,475000
35620,4,12/1/17,"New York, NY",6.2,475000
35620,4.7,1/1/18,"New York, NY",7.4,480000
35620,4.7,2/1/18,"New York, NY",9.4,470000
35620,4.3,3/1/18,"New York, NY",8.3,485000
35620,3.8,4/1/18,"New York, NY",8.5,485000
35620,3.6,5/1/18,"New York, NY",8.4,497000
35620,4.1,6/1/18,"New York, NY",7,515000
35620,4.3,7/1/18,"New York, NY",6.6,518000
35620,4.1,8/1/18,"New York, NY",6.3,510000
35620,3.7,9/1/18,"New York, NY",8.2,499000
35620,3.6,10/1/18,"New York, NY",7.4,490000
35620,3.4,11/1/18,"New York, NY",8.1,500000
35620,3.7,12/1/18,"New York, NY",7.2,500000
35620,4.4,1/1/19,"New York, NY",7.9,479000
35620,4.2,2/1/19,"New York, NY",9.6,480000
35620,3.9,3/1/19,"New York, NY",8.7,475000
35620,3.2,4/1/19,"New York, NY",8.6,500000
35620,3.4,5/1/19,"New York, NY",7.8,500000
35620,3.5,6/1/19,"New York, NY",7,530000
35620,4,7/1/19,"New York, NY",5.9,525000
35620,3.9,8/1/19,"New York, NY",5.3,535000
35620,3.4,9/1/19,"New York, NY",6.4,515000
35620,3.5,10/1/19,"New York, NY",6.1,500000
35620,3.4,11/1/19,"New York, NY",6.6,505000
35620,3.4,12/1/19,"New York, NY",5.2,499000
35620,3.9,1/1/20,"New York, NY",6.1,508000
35620,3.7,2/1/20,"New York, NY",7.5,510000
35620,3.8,3/1/20,"New York, NY",7.7,519000
35620,15.2,4/1/20,"New York, NY",9.8,525000
35620,15.3,5/1/20,"New York, NY",8.9,520000
35620,17,6/1/20,"New York, NY",8.5,520000
35620,16.5,7/1/20,"New York, NY",8.1,535000
35620,13,8/1/20,"New York, NY",7.1,550000
35620,9.4,9/1/20,"New York, NY",7.1,549000
35620,9.4,10/1/20,"New York, NY",6.2,550000
35620,9.5,11/1/20,"New York, NY",6.9,554000
16740,8.8,2/1/13,"Charlotte, NC",7.5,160000
16740,8.1,3/1/13,"Charlotte, NC",6.2,169000
16740,7.7,4/1/13,"Charlotte, NC",5.7,168000
16740,8,5/1/13,"Charlotte, NC",5,180000
16740,8.5,6/1/13,"Charlotte, NC",5.1,188000
16740,8.3,7/1/13,"Charlotte, NC",5.1,186000
16740,7.8,8/1/13,"Charlotte, NC",5,183000
16740,7.2,9/1/13,"Charlotte, NC",6.3,174000
16740,7.2,10/1/13,"Charlotte, NC",5.6,174000
16740,6.9,11/1/13,"Charlotte, NC",6.5,175000
16740,6.4,12/1/13,"Charlotte, NC",5.9,180000
16740,6.7,1/1/14,"Charlotte, NC",7.2,170000
16740,6.7,2/1/14,"Charlotte, NC",8.1,169000
16740,6.5,3/1/14,"Charlotte, NC",6.6,180000
16740,5.7,4/1/14,"Charlotte, NC",6.1,180000
16740,6.2,5/1/14,"Charlotte, NC",5.8,190000
16740,6.4,6/1/14,"Charlotte, NC",5.1,200000
16740,6.8,7/1/14,"Charlotte, NC",5,195000
16740,6.6,8/1/14,"Charlotte, NC",5,189000
16740,5.9,9/1/14,"Charlotte, NC",5.4,183000
16740,5.7,10/1/14,"Charlotte, NC",5.2,180000
16740,5.7,11/1/14,"Charlotte, NC",6.3,183000
16740,5.3,12/1/14,"Charlotte, NC",4.7,187000
16740,5.9,1/1/15,"Charlotte, NC",6.5,170000
16740,5.7,2/1/15,"Charlotte, NC",6.7,184000
16740,5.4,3/1/15,"Charlotte, NC",5,197000
16740,5.2,4/1/15,"Charlotte, NC",5,195000
16740,5.7,5/1/15,"Charlotte, NC",4.7,205000
16740,5.8,6/1/15,"Charlotte, NC",3.8,213000
16740,5.9,7/1/15,"Charlotte, NC",4,205000
16740,5.6,8/1/15,"Charlotte, NC",4.4,203000
16740,5.1,9/1/15,"Charlotte, NC",4.4,194000
16740,5.1,10/1/15,"Charlotte, NC",4.8,190000
16740,5.1,11/1/15,"Charlotte, NC",5.6,200000
16740,4.9,12/1/15,"Charlotte, NC",4,192000
16740,5.1,1/1/16,"Charlotte, NC",6.2,184000
16740,5,2/1/16,"Charlotte, NC",5.5,185000
16740,4.8,3/1/16,"Charlotte, NC",4.3,203000
16740,4.5,4/1/16,"Charlotte, NC",4.3,207000
16740,4.6,5/1/16,"Charlotte, NC",3.9,214000
16740,5,6/1/16,"Charlotte, NC",3.4,226000
16740,5.1,7/1/16,"Charlotte, NC",4.1,220000
16740,5,8/1/16,"Charlotte, NC",3.6,223000
16740,4.8,9/1/16,"Charlotte, NC",3.7,210000
16740,4.7,10/1/16,"Charlotte, NC",4.2,212000
16740,4.6,11/1/16,"Charlotte, NC",4.1,214000
16740,4.5,12/1/16,"Charlotte, NC",3.2,216000
16740,4.9,1/1/17,"Charlotte, NC",4.7,210000
16740,4.7,2/1/17,"Charlotte, NC",5,210000
16740,4.3,3/1/17,"Charlotte, NC",3.5,228000
16740,3.9,4/1/17,"Charlotte, NC",4.1,232000
16740,4.1,5/1/17,"Charlotte, NC",3.5,230000
16740,4.3,6/1/17,"Charlotte, NC",3,250000
16740,4.5,7/1/17,"Charlotte, NC",3.5,240000
16740,4.5,8/1/17,"Charlotte, NC",3.3,233000
16740,4,9/1/17,"Charlotte, NC",3.6,230000
16740,4,10/1/17,"Charlotte, NC",3.7,227000
16740,4.1,11/1/17,"Charlotte, NC",3.6,231000
16740,3.9,12/1/17,"Charlotte, NC",3.2,244000
16740,4.3,1/1/18,"Charlotte, NC",4.3,221000
16740,4.2,2/1/18,"Charlotte, NC",4.1,233000
16740,3.8,3/1/18,"Charlotte, NC",3,242000
16740,3.4,4/1/18,"Charlotte, NC",3,246000
16740,3.5,5/1/18,"Charlotte, NC",2.8,253000
16740,4,6/1/18,"Charlotte, NC",2.7,255000
16740,3.9,7/1/18,"Charlotte, NC",2.9,248000
16740,3.9,8/1/18,"Charlotte, NC",2.8,250000
16740,3.3,9/1/18,"Charlotte, NC",3.4,240000
16740,3.5,10/1/18,"Charlotte, NC",3.4,240000
16740,3.5,11/1/18,"Charlotte, NC",3.5,245000
16740,3.6,12/1/18,"Charlotte, NC",3.3,241000
16740,4.2,1/1/19,"Charlotte, NC",4.4,234000
16740,3.9,2/1/19,"Charlotte, NC",4,240000
16740,3.7,3/1/19,"Charlotte, NC",3.1,250000
16740,3.3,4/1/19,"Charlotte, NC",2.9,260000
16740,3.5,5/1/19,"Charlotte, NC",2.7,265000
16740,3.8,6/1/19,"Charlotte, NC",2.7,272000
16740,3.9,7/1/19,"Charlotte, NC",2.8,270000
16740,3.7,8/1/19,"Charlotte, NC",2.6,264000
16740,3.1,9/1/19,"Charlotte, NC",3,265000
16740,3.2,10/1/19,"Charlotte, NC",2.8,260000
16740,3.2,11/1/19,"Charlotte, NC",3.1,263000
16740,3.1,12/1/19,"Charlotte, NC",2.4,270000
16740,3.7,1/1/20,"Charlotte, NC",3.5,260000
16740,3.4,2/1/20,"Charlotte, NC",3.3,268000
16740,3.9,3/1/20,"Charlotte, NC",2.6,279000
16740,12.7,4/1/20,"Charlotte, NC",3.1,284000
16740,13.2,5/1/20,"Charlotte, NC",3.1,275000
16740,8.3,6/1/20,"Charlotte, NC",2.1,290000
16740,9.3,7/1/20,"Charlotte, NC",1.8,293000
16740,7.1,8/1/20,"Charlotte, NC",1.9,298000
16740,7,9/1/20,"Charlotte, NC",1.8,295000
16740,5.9,10/1/20,"Charlotte, NC",1.7,297000
16740,5.9,11/1/20,"Charlotte, NC",1.7,300000
39580,7.9,2/1/12,"Raleigh, NC",7.4,190000
39580,7.5,3/1/12,"Raleigh, NC",6.3,197000
39580,7,4/1/12,"Raleigh, NC",6.3,205000
39580,7.5,5/1/12,"Raleigh, NC",5.4,210000
39580,7.9,6/1/12,"Raleigh, NC",4.8,207000
39580,7.9,7/1/12,"Raleigh, NC",5.4,205000
39580,7.7,8/1/12,"Raleigh, NC",4.8,205000
39580,6.9,9/1/12,"Raleigh, NC",5.7,195000
39580,6.9,10/1/12,"Raleigh, NC",5.6,202000
39580,6.9,11/1/12,"Raleigh, NC",5.8,215000
39580,7,12/1/12,"Raleigh, NC",4.8,207000
39580,7.4,1/1/13,"Raleigh, NC",6.6,195000
39580,6.9,2/1/13,"Raleigh, NC",6.1,189000
39580,6.5,3/1/13,"Raleigh, NC",4.8,205000
39580,6.1,4/1/13,"Raleigh, NC",4.3,204000
39580,6.4,5/1/13,"Raleigh, NC",3.8,212000
39580,6.8,6/1/13,"Raleigh, NC",4.1,214000
39580,6.6,7/1/13,"Raleigh, NC",3.8,214000
39580,6.3,8/1/13,"Raleigh, NC",3.9,220000
39580,5.7,9/1/13,"Raleigh, NC",4.7,205000
39580,5.7,10/1/13,"Raleigh, NC",4.8,220000
39580,5.4,11/1/13,"Raleigh, NC",5.1,213000
39580,5.1,12/1/13,"Raleigh, NC",3.9,222000
39580,5.4,1/1/14,"Raleigh, NC",5.7,210000
39580,5.4,2/1/14,"Raleigh, NC",6.1,215000
39580,5.4,3/1/14,"Raleigh, NC",4.7,213000
39580,4.6,4/1/14,"Raleigh, NC",4.2,216000
39580,5.2,5/1/14,"Raleigh, NC",3.7,226000
39580,5.2,6/1/14,"Raleigh, NC",3.8,222000
39580,5.7,7/1/14,"Raleigh, NC",3.7,225000
39580,5.5,8/1/14,"Raleigh, NC",3.9,221000
39580,4.8,9/1/14,"Raleigh, NC",4.4,219000
39580,4.7,10/1/14,"Raleigh, NC",3.9,218000
39580,4.7,11/1/14,"Raleigh, NC",4.5,219000
39580,4.4,12/1/14,"Raleigh, NC",3.4,215000
39580,5,1/1/15,"Raleigh, NC",5,209000
39580,4.8,2/1/15,"Raleigh, NC",4.8,215000
39580,4.7,3/1/15,"Raleigh, NC",3.4,230000
39580,4.5,4/1/15,"Raleigh, NC",3.7,225000
39580,5.1,5/1/15,"Raleigh, NC",3.2,240000
39580,5.2,6/1/15,"Raleigh, NC",2.7,247000
39580,5.3,7/1/15,"Raleigh, NC",3.1,235000
39580,5,8/1/15,"Raleigh, NC",3.3,239000
39580,4.6,9/1/15,"Raleigh, NC",3.7,235000
39580,4.6,10/1/15,"Raleigh, NC",3.5,235000
39580,4.6,11/1/15,"Raleigh, NC",4.5,239000
39580,4.4,12/1/15,"Raleigh, NC",2.9,237000
39580,4.6,1/1/16,"Raleigh, NC",4.5,225000
39580,4.5,2/1/16,"Raleigh, NC",4.3,231000
39580,4.4,3/1/16,"Raleigh, NC",3.2,236000
39580,4.1,4/1/16,"Raleigh, NC",3.3,245000
39580,4.2,5/1/16,"Raleigh, NC",2.8,247000
39580,4.6,6/1/16,"Raleigh, NC",2.5,260000
39580,4.6,7/1/16,"Raleigh, NC",2.9,249000
39580,4.6,8/1/16,"Raleigh, NC",2.8,243000
39580,4.3,9/1/16,"Raleigh, NC",3.1,250000
39580,4.3,10/1/16,"Raleigh, NC",3.3,249000
39580,4.2,11/1/16,"Raleigh, NC",3.3,250000
39580,4.1,12/1/16,"Raleigh, NC",2.7,259000
39580,4.5,1/1/17,"Raleigh, NC",4,247000
39580,4.3,2/1/17,"Raleigh, NC",4,250000
39580,4,3/1/17,"Raleigh, NC",2.8,262000
39580,3.6,4/1/17,"Raleigh, NC",3.2,265000
39580,3.8,5/1/17,"Raleigh, NC",2.8,270000
39580,4,6/1/17,"Raleigh, NC",2.4,276000
39580,4.2,7/1/17,"Raleigh, NC",3,266000
39580,4.2,8/1/17,"Raleigh, NC",2.6,265000
39580,3.7,9/1/17,"Raleigh, NC",3.1,262000
39580,3.6,10/1/17,"Raleigh, NC",3.1,265000
39580,3.7,11/1/17,"Raleigh, NC",2.9,270000
39580,3.5,12/1/17,"Raleigh, NC",2.4,273000
39580,3.8,1/1/18,"Raleigh, NC",3.9,269000
39580,3.8,2/1/18,"Raleigh, NC",4,277000
39580,3.6,3/1/18,"Raleigh, NC",3,281000
39580,3.2,4/1/18,"Raleigh, NC",3,283000
39580,3.3,5/1/18,"Raleigh, NC",2.9,284000
39580,3.8,6/1/18,"Raleigh, NC",2.5,290000
39580,3.7,7/1/18,"Raleigh, NC",2.6,285000
39580,3.6,8/1/18,"Raleigh, NC",2.7,284000
39580,3.1,9/1/18,"Raleigh, NC",3.6,283000
39580,3.3,10/1/18,"Raleigh, NC",3.2,280000
39580,3.3,11/1/18,"Raleigh, NC",3.1,285000
39580,3.5,12/1/18,"Raleigh, NC",2.9,279000
39580,3.9,1/1/19,"Raleigh, NC",4.5,280000
39580,3.7,2/1/19,"Raleigh, NC",3.6,288000
39580,3.6,3/1/19,"Raleigh, NC",2.8,285000
39580,3.1,4/1/19,"Raleigh, NC",2.8,295000
39580,3.5,5/1/19,"Raleigh, NC",2.5,297000
39580,3.7,6/1/19,"Raleigh, NC",2.7,295000
39580,3.8,7/1/19,"Raleigh, NC",2.5,293000
39580,3.7,8/1/19,"Raleigh, NC",2.7,290000
39580,3,9/1/19,"Raleigh, NC",3.3,290000
39580,3.1,10/1/19,"Raleigh, NC",2.9,295000
39580,3,11/1/19,"Raleigh, NC",3,295000
39580,2.9,12/1/19,"Raleigh, NC",2.2,291000
39580,3.5,1/1/20,"Raleigh, NC",3.6,291000
39580,3.2,2/1/20,"Raleigh, NC",3.2,300000
39580,3.7,3/1/20,"Raleigh, NC",2.6,303000
39580,11,4/1/20,"Raleigh, NC",2.9,310000
39580,11.5,5/1/20,"Raleigh, NC",2.8,305000
39580,7,6/1/20,"Raleigh, NC",2,304000
39580,7.9,7/1/20,"Raleigh, NC",1.8,312000
39580,6,8/1/20,"Raleigh, NC",2,320000
39580,6.1,9/1/20,"Raleigh, NC",1.9,315000
39580,5.2,10/1/20,"Raleigh, NC",1.8,315000
39580,5.3,11/1/20,"Raleigh, NC",1.7,318000
17140,8.2,2/1/12,"Cincinnati, OH",9.5,110000
17140,7.8,3/1/12,"Cincinnati, OH",7.5,120000
17140,7,4/1/12,"Cincinnati, OH",7.8,125000
17140,7.1,5/1/12,"Cincinnati, OH",6.3,132000
17140,7.6,6/1/12,"Cincinnati, OH",6.1,139000
17140,7.8,7/1/12,"Cincinnati, OH",6.5,132000
17140,7.3,8/1/12,"Cincinnati, OH",5.7,135000
17140,6.9,9/1/12,"Cincinnati, OH",6.9,125000
17140,6.9,10/1/12,"Cincinnati, OH",6.6,125000
17140,6.8,11/1/12,"Cincinnati, OH",6.6,123000
17140,7.3,12/1/12,"Cincinnati, OH",6.8,125000
17140,8.6,1/1/13,"Cincinnati, OH",7.7,115000
17140,8,2/1/13,"Cincinnati, OH",7.7,115000
17140,7.5,3/1/13,"Cincinnati, OH",6,130000
17140,6.7,4/1/13,"Cincinnati, OH",5.9,131000
17140,7.1,5/1/13,"Cincinnati, OH",5.1,145000
17140,7.8,6/1/13,"Cincinnati, OH",5.1,150000
17140,7.5,7/1/13,"Cincinnati, OH",4.9,145000
17140,7.2,8/1/13,"Cincinnati, OH",4.6,137000
17140,7.1,9/1/13,"Cincinnati, OH",5.5,136000
17140,7.1,10/1/13,"Cincinnati, OH",5.7,127000
17140,6.6,11/1/13,"Cincinnati, OH",6.2,125000
17140,6.1,12/1/13,"Cincinnati, OH",5.7,127000
17140,7,1/1/14,"Cincinnati, OH",7.4,115000
17140,6.8,2/1/14,"Cincinnati, OH",7.1,118000
17140,6.2,3/1/14,"Cincinnati, OH",6.1,128000
17140,5.1,4/1/14,"Cincinnati, OH",5.2,130000
17140,5.3,5/1/14,"Cincinnati, OH",4.9,145000
17140,5.7,6/1/14,"Cincinnati, OH",4.5,155000
