geographyid,unemploymentrate,date
31140,4.7,2017-07-01
31140,4.2,2017-08-01
31140,3.7,2017-09-01
31140,3.6,2017-10-01
31140,3.4,2017-11-01
31140,3.4,2017-12-01
31140,4.0,2018-01-01
31140,4.1,2018-02-01
31140,4.0,2018-03-01
31140,3.5,2018-04-01
31140,4.0,2018-05-01
31140,4.2,2018-06-01
31140,4.3,2018-07-01
31140,3.7,2018-08-01
31140,4.0,2018-09-01
31140,3.5,2018-10-01
31140,3.3,2018-11-01
31140,3.5,2018-12-01
31140,4.2,2019-01-01
31140,4.2,2019-02-01
31140,4.1,2019-03-01
31140,3.5,2019-04-01
31140,3.7,2019-05-01
31140,4.2,2019-06-01
31140,4.4,2019-07-01
31140,3.8,2019-08-01
31140,3.4,2019-09-01
31140,3.3,2019-10-01
31140,3.3,2019-11-01
31140,3.3,2019-12-01
31140,3.9,2020-01-01
31140,3.5,2020-02-01
31140,4.3,2020-03-01
31140,16.8,2020-04-01
31140,11.8,2020-05-01
31140,6.5,2020-06-01
31140,5.6,2020-07-01
31140,7.0,2020-08-01
31140,5.3,2020-09-01
31140,6.5,2020-10-01
31140,5.0,2020-11-01
35380,7.9,2012-01-01
35380,7.2,2012-02-01
35380,7.1,2012-03-01
35380,6.6,2012-04-01
35380,7.1,2012-05-01
35380,8.1,2012-06-01
35380,7.8,2012-07-01
35380,7.4,2012-08-01
35380,6.9,2012-09-01
35380,6.5,2012-10-01
35380,6.0,2012-11-01
35380,6.3,2012-12-01
35380,7.8,2013-01-01
35380,6.8,2013-02-01
35380,6.7,2013-03-01
35380,6.4,2013-04-01
35380,6.9,2013-05-01
35380,7.8,2013-06-01
35380,7.4,2013-07-01
35380,7.0,2013-08-01
35380,6.6,2013-09-01
35380,6.2,2013-10-01
35380,5.5,2013-11-01
35380,5.0,2013-12-01
35380,5.8,2014-01-01
35380,5.4,2014-02-01
35380,5.6,2014-03-01
35380,5.1,2014-04-01
35380,5.9,2014-05-01
35380,6.9,2014-06-01
35380,7.3,2014-07-01
35380,7.4,2014-08-01
35380,7.1,2014-09-01
35380,6.7,2014-10-01
35380,6.6,2014-11-01
35380,6.2,2014-12-01
35380,7.2,2015-01-01
35380,6.3,2015-02-01
35380,6.1,2015-03-01
35380,5.7,2015-04-01
35380,6.0,2015-05-01
35380,6.7,2015-06-01
35380,6.5,2015-07-01
35380,6.2,2015-08-01
35380,5.9,2015-09-01
35380,5.7,2015-10-01
35380,5.4,2015-11-01
35380,5.0,2015-12-01
35380,5.9,2016-01-01
35380,5.3,2016-02-01
35380,5.5,2016-03-01
35380,5.1,2016-04-01
35380,5.2,2016-05-01
35380,6.3,2016-06-01
35380,6.2,2016-07-01
35380,6.0,2016-08-01
35380,5.8,2016-09-01
35380,5.3,2016-10-01
35380,4.9,2016-11-01
35380,4.7,2016-12-01
35380,5.5,2017-01-01
35380,4.8,2017-02-01
35380,4.7,2017-03-01
35380,4.5,2017-04-01
35380,4.6,2017-05-01
35380,5.6,2017-06-01
35380,5.4,2017-07-01
35380,5.4,2017-08-01
35380,4.7,2017-09-01
35380,4.2,2017-10-01
35380,4.0,2017-11-01
35380,3.8,2017-12-01
35380,4.6,2018-01-01
35380,4.1,2018-02-01
35380,4.3,2018-03-01
35380,4.2,2018-04-01
35380,4.5,2018-05-01
35380,5.9,2018-06-01
35380,5.5,2018-07-01
35380,5.3,2018-08-01
35380,4.7,2018-09-01
35380,4.4,2018-10-01
35380,4.0,2018-11-01
35380,4.0,2018-12-01
35380,4.9,2019-01-01
35380,3.9,2019-02-01
35380,3.8,2019-03-01
35380,3.5,2019-04-01
35380,4.0,2019-05-01
35380,5.2,2019-06-01
35380,5.1,2019-07-01
35380,5.0,2019-08-01
35380,4.6,2019-09-01
35380,4.7,2019-10-01
35380,4.6,2019-11-01
35380,4.5,2019-12-01
35380,5.2,2020-01-01
35380,3.9,2020-02-01
35380,5.9,2020-03-01
35380,19.0,2020-04-01
35380,17.4,2020-05-01
35380,12.8,2020-06-01
35380,11.9,2020-07-01
35380,9.7,2020-08-01
35380,9.4,2020-09-01
35380,11.2,2020-10-01
35380,9.8,2020-11-01
12580,7.5,2012-01-01
12580,7.5,2012-02-01
12580,7.2,2012-03-01
12580,6.7,2012-04-01
12580,7.1,2012-05-01
12580,7.7,2012-06-01
12580,7.7,2012-07-01
12580,7.5,2012-08-01
12580,7.1,2012-09-01
12580,7.1,2012-10-01
12580,6.9,2012-11-01
12580,6.9,2012-12-01
12580,7.6,2013-01-01
12580,7.3,2013-02-01
12580,7.0,2013-03-01
12580,6.5,2013-04-01
12580,6.8,2013-05-01
12580,7.3,2013-06-01
12580,7.1,2013-07-01
12580,6.9,2013-08-01
12580,6.5,2013-09-01
12580,6.6,2013-10-01
12580,6.3,2013-11-01
12580,6.0,2013-12-01
12580,6.6,2014-01-01
12580,6.5,2014-02-01
12580,6.3,2014-03-01
12580,5.6,2014-04-01
12580,5.9,2014-05-01
12580,6.3,2014-06-01
12580,6.4,2014-07-01
12580,6.3,2014-08-01
12580,5.7,2014-09-01
12580,5.7,2014-10-01
12580,5.6,2014-11-01
12580,5.3,2014-12-01
12580,6.1,2015-01-01
12580,5.8,2015-02-01
12580,5.6,2015-03-01
12580,5.0,2015-04-01
12580,5.3,2015-05-01
12580,5.5,2015-06-01
12580,5.5,2015-07-01
12580,5.3,2015-08-01
12580,4.9,2015-09-01
12580,4.9,2015-10-01
12580,4.7,2015-11-01
12580,4.5,2015-12-01
12580,5.0,2016-01-01
12580,4.9,2016-02-01
12580,4.7,2016-03-01
12580,4.3,2016-04-01
12580,4.3,2016-05-01
12580,4.8,2016-06-01
12580,4.8,2016-07-01
12580,4.8,2016-08-01
12580,4.5,2016-09-01
12580,4.5,2016-10-01
12580,4.3,2016-11-01
12580,4.2,2016-12-01
12580,4.9,2017-01-01
12580,4.7,2017-02-01
12580,4.4,2017-03-01
12580,4.1,2017-04-01
12580,4.1,2017-05-01
12580,4.6,2017-06-01
12580,4.5,2017-07-01
12580,4.5,2017-08-01
12580,4.1,2017-09-01
12580,4.1,2017-10-01
12580,4.1,2017-11-01
12580,4.0,2017-12-01
12580,4.6,2018-01-01
12580,4.5,2018-02-01
12580,4.2,2018-03-01
12580,3.7,2018-04-01
12580,3.8,2018-05-01
12580,4.3,2018-06-01
12580,4.3,2018-07-01
12580,4.2,2018-08-01
12580,3.7,2018-09-01
12580,3.7,2018-10-01
12580,3.5,2018-11-01
12580,3.6,2018-12-01
12580,4.2,2019-01-01
12580,4.0,2019-02-01
12580,3.8,2019-03-01
12580,3.3,2019-04-01
12580,3.5,2019-05-01
12580,3.9,2019-06-01
12580,4.0,2019-07-01
12580,3.9,2019-08-01
12580,3.3,2019-09-01
12580,3.4,2019-10-01
12580,3.2,2019-11-01
12580,3.0,2019-12-01
12580,3.5,2020-01-01
12580,3.5,2020-02-01
12580,3.5,2020-03-01
12580,10.1,2020-04-01
12580,9.7,2020-05-01
12580,8.2,2020-06-01
12580,7.7,2020-07-01
12580,6.9,2020-08-01
12580,7.1,2020-09-01
12580,7.1,2020-10-01
12580,6.1,2020-11-01
14460,6.6,2012-01-01
14460,6.4,2012-02-01
14460,6.1,2012-03-01
14460,5.7,2012-04-01
14460,5.8,2012-05-01
14460,6.3,2012-06-01
14460,6.4,2012-07-01
14460,6.1,2012-08-01
14460,6.1,2012-09-01
14460,5.8,2012-10-01
14460,5.7,2012-11-01
14460,5.9,2012-12-01
14460,6.8,2013-01-01
14460,6.4,2013-02-01
14460,6.2,2013-03-01
14460,5.9,2013-04-01
14460,6.1,2013-05-01
14460,6.6,2013-06-01
14460,6.5,2013-07-01
14460,6.1,2013-08-01
14460,6.1,2013-09-01
14460,5.8,2013-10-01
14460,5.4,2013-11-01
14460,5.3,2013-12-01
14460,6.0,2014-01-01
14460,5.8,2014-02-01
14460,5.6,2014-03-01
14460,5.0,2014-04-01
14460,5.2,2014-05-01
14460,5.5,2014-06-01
14460,5.6,2014-07-01
14460,5.3,2014-08-01
14460,5.1,2014-09-01
14460,4.6,2014-10-01
14460,4.5,2014-11-01
14460,4.3,2014-12-01
14460,5.1,2015-01-01
14460,4.8,2015-02-01
14460,4.5,2015-03-01
14460,4.1,2015-04-01
14460,4.5,2015-05-01
14460,4.7,2015-06-01
14460,4.6,2015-07-01
14460,4.2,2015-08-01
14460,4.2,2015-09-01
14460,3.8,2015-10-01
14460,3.7,2015-11-01
14460,3.6,2015-12-01
14460,4.2,2016-01-01
14460,4.0,2016-02-01
14460,3.8,2016-03-01
14460,3.4,2016-04-01
14460,3.4,2016-05-01
14460,3.7,2016-06-01
14460,3.7,2016-07-01
14460,3.4,2016-08-01
14460,3.4,2016-09-01
14460,3.1,2016-10-01
14460,3.0,2016-11-01
14460,3.0,2016-12-01
14460,3.8,2017-01-01
14460,3.8,2017-02-01
14460,3.5,2017-03-01
14460,3.2,2017-04-01
14460,3.4,2017-05-01
14460,3.7,2017-06-01
14460,3.7,2017-07-01
14460,3.5,2017-08-01
14460,3.3,2017-09-01
14460,3.0,2017-10-01
14460,2.9,2017-11-01
14460,2.9,2017-12-01
14460,3.6,2018-01-01
14460,3.5,2018-02-01
14460,3.3,2018-03-01
14460,2.9,2018-04-01
14460,3.0,2018-05-01
14460,3.4,2018-06-01
14460,3.4,2018-07-01
14460,3.0,2018-08-01
14460,2.9,2018-09-01
14460,2.6,2018-10-01
14460,2.5,2018-11-01
14460,2.5,2018-12-01
14460,3.3,2019-01-01
14460,3.0,2019-02-01
14460,2.9,2019-03-01
14460,2.5,2019-04-01
14460,2.6,2019-05-01
14460,2.9,2019-06-01
14460,2.9,2019-07-01
14460,2.6,2019-08-01
14460,2.5,2019-09-01
14460,2.2,2019-10-01
14460,2.1,2019-11-01
14460,2.1,2019-12-01
14460,3.0,2020-01-01
14460,2.9,2020-02-01
14460,2.7,2020-03-01
14460,15.5,2020-04-01
14460,16.2,2020-05-01
14460,17.0,2020-06-01
14460,15.5,2020-07-01
14460,10.8,2020-08-01
14460,9.3,2020-09-01
14460,6.6,2020-10-01
14460,5.9,2020-11-01
19820,10.4,2012-01-01
19820,10.1,2012-02-01
19820,10.0,2012-03-01
19820,9.0,2012-04-01
19820,9.9,2012-05-01
19820,10.9,2012-06-01
19820,11.8,2012-07-01
19820,10.9,2012-08-01
19820,9.7,2012-09-01
19820,9.9,2012-10-01
19820,9.0,2012-11-01
19820,9.6,2012-12-01
19820,10.9,2013-01-01
19820,10.0,2013-02-01
19820,9.7,2013-03-01
19820,8.7,2013-04-01
19820,9.4,2013-05-01
19820,10.5,2013-06-01
19820,11.1,2013-07-01
19820,10.3,2013-08-01
19820,9.6,2013-09-01
19820,9.6,2013-10-01
19820,8.7,2013-11-01
19820,8.3,2013-12-01
19820,9.1,2014-01-01
19820,9.1,2014-02-01
19820,9.0,2014-03-01
19820,7.7,2014-04-01
19820,8.2,2014-05-01
19820,8.5,2014-06-01
19820,9.3,2014-07-01
19820,8.6,2014-08-01
19820,7.8,2014-09-01
19820,7.5,2014-10-01
19820,6.5,2014-11-01
19820,6.1,2014-12-01
19820,6.9,2015-01-01
19820,6.2,2015-02-01
19820,6.1,2015-03-01
19820,5.4,2015-04-01
19820,6.0,2015-05-01
19820,6.2,2015-06-01
19820,6.7,2015-07-01
19820,6.0,2015-08-01
19820,5.3,2015-09-01
19820,5.5,2015-10-01
19820,4.7,2015-11-01
19820,4.8,2015-12-01
19820,5.3,2016-01-01
19820,5.2,2016-02-01
19820,5.5,2016-03-01
19820,4.7,2016-04-01
19820,4.6,2016-05-01
19820,5.4,2016-06-01
19820,6.1,2016-07-01
19820,6.0,2016-08-01
19820,5.5,2016-09-01
19820,5.5,2016-10-01
19820,4.7,2016-11-01
19820,4.7,2016-12-01
19820,5.5,2017-01-01
19820,5.2,2017-02-01
19820,4.6,2017-03-01
19820,3.6,2017-04-01
19820,3.5,2017-05-01
19820,4.2,2017-06-01
19820,5.2,2017-07-01
19820,5.2,2017-08-01
19820,4.8,2017-09-01
19820,4.6,2017-10-01
19820,4.1,2017-11-01
19820,4.4,2017-12-01
19820,4.9,2018-01-01
19820,4.7,2018-02-01
19820,4.5,2018-03-01
19820,3.6,2018-04-01
19820,3.5,2018-05-01
19820,4.5,2018-06-01
19820,5.0,2018-07-01
19820,4.5,2018-08-01
19820,4.0,2018-09-01
19820,4.2,2018-10-01
19820,3.6,2018-11-01
19820,4.1,2018-12-01
19820,5.1,2019-01-01
19820,4.4,2019-02-01
19820,4.7,2019-03-01
19820,3.7,2019-04-01
19820,3.8,2019-05-01
19820,4.4,2019-06-01
19820,5.3,2019-07-01
19820,4.8,2019-08-01
19820,4.0,2019-09-01
19820,4.0,2019-10-01
19820,3.5,2019-11-01
19820,3.8,2019-12-01
19820,4.4,2020-01-01
19820,3.7,2020-02-01
19820,4.6,2020-03-01
19820,24.2,2020-04-01
19820,23.8,2020-05-01
19820,18.0,2020-06-01
19820,10.1,2020-07-01
19820,10.1,2020-08-01
19820,9.9,2020-09-01
19820,7.0,2020-10-01
19820,8.9,2020-11-01
33460,6.2,2012-01-01
33460,6.2,2012-02-01
33460,6.1,2012-03-01
33460,5.3,2012-04-01
33460,5.3,2012-05-01
33460,5.8,2012-06-01
33460,5.8,2012-07-01
33460,5.5,2012-08-01
33460,5.1,2012-09-01
33460,4.9,2012-10-01
33460,4.7,2012-11-01
33460,5.0,2012-12-01
33460,5.9,2013-01-01
33460,5.5,2013-02-01
33460,5.3,2013-03-01
33460,4.7,2013-04-01
33460,4.6,2013-05-01
33460,5.1,2013-06-01
33460,4.9,2013-07-01
33460,4.7,2013-08-01
33460,4.3,2013-09-01
33460,4.1,2013-10-01
33460,3.9,2013-11-01
33460,4.2,2013-12-01
33460,5.0,2014-01-01
33460,5.0,2014-02-01
33460,4.9,2014-03-01
33460,4.0,2014-04-01
33460,3.7,2014-05-01
33460,4.1,2014-06-01
33460,4.0,2014-07-01
33460,3.8,2014-08-01
33460,3.4,2014-09-01
33460,3.1,2014-10-01
33460,3.1,2014-11-01
33460,3.5,2014-12-01
33460,4.2,2015-01-01
33460,4.0,2015-02-01
33460,4.0,2015-03-01
33460,3.3,2015-04-01
33460,3.4,2015-05-01
33460,3.7,2015-06-01
33460,3.5,2015-07-01
33460,3.2,2015-08-01
33460,3.0,2015-09-01
33460,2.9,2015-10-01
33460,2.8,2015-11-01
33460,3.3,2015-12-01
33460,3.9,2016-01-01
33460,3.9,2016-02-01
33460,4.0,2016-03-01
33460,3.3,2016-04-01
33460,3.0,2016-05-01
33460,3.8,2016-06-01
33460,3.6,2016-07-01
33460,3.6,2016-08-01
33460,3.4,2016-09-01
33460,3.3,2016-10-01
33460,3.0,2016-11-01
33460,3.5,2016-12-01
33460,4.0,2017-01-01
33460,3.9,2017-02-01
33460,3.6,2017-03-01
33460,3.1,2017-04-01
33460,2.9,2017-05-01
33460,3.3,2017-06-01
33460,3.2,2017-07-01
33460,3.2,2017-08-01
33460,2.7,2017-09-01
33460,2.3,2017-10-01
33460,2.5,2017-11-01
33460,2.8,2017-12-01
33460,3.3,2018-01-01
33460,3.3,2018-02-01
33460,3.2,2018-03-01
33460,2.7,2018-04-01
33460,2.2,2018-05-01
33460,2.8,2018-06-01
33460,2.6,2018-07-01
33460,2.6,2018-08-01
33460,2.3,2018-09-01
33460,2.3,2018-10-01
33460,2.2,2018-11-01
33460,2.9,2018-12-01
33460,3.7,2019-01-01
33460,3.4,2019-02-01
33460,3.4,2019-03-01
33460,2.7,2019-04-01
33460,2.6,2019-05-01
33460,3.1,2019-06-01
33460,3.0,2019-07-01
33460,2.9,2019-08-01
33460,2.5,2019-09-01
33460,2.6,2019-10-01
33460,2.6,2019-11-01
33460,3.0,2019-12-01
33460,3.1,2020-01-01
33460,3.1,2020-02-01
33460,3.1,2020-03-01
33460,9.2,2020-04-01
33460,10.1,2020-05-01
33460,9.2,2020-06-01
33460,8.2,2020-07-01
33460,7.8,2020-08-01
33460,5.9,2020-09-01
33460,4.2,2020-10-01
33460,3.9,2020-11-01
28140,6.9,2012-01-01
28140,7.1,2012-02-01
28140,6.9,2012-03-01
28140,6.1,2012-04-01
28140,6.3,2012-05-01
28140,6.6,2012-06-01
28140,7.0,2012-07-01
28140,6.7,2012-08-01
28140,6.0,2012-09-01
28140,5.9,2012-10-01
28140,5.7,2012-11-01
28140,6.3,2012-12-01
28140,6.9,2013-01-01
28140,7.0,2013-02-01
28140,6.4,2013-03-01
28140,5.7,2013-04-01
28140,6.2,2013-05-01
28140,6.5,2013-06-01
28140,6.9,2013-07-01
28140,6.8,2013-08-01
28140,5.9,2013-09-01
28140,5.7,2013-10-01
28140,5.4,2013-11-01
28140,5.5,2013-12-01
28140,6.3,2014-01-01
28140,6.6,2014-02-01
28140,6.3,2014-03-01
28140,5.2,2014-04-01
28140,5.8,2014-05-01
28140,5.7,2014-06-01
28140,6.2,2014-07-01
28140,5.8,2014-08-01
28140,5.4,2014-09-01
28140,4.8,2014-10-01
28140,4.7,2014-11-01
28140,4.6,2014-12-01
28140,5.9,2015-01-01
28140,5.9,2015-02-01
28140,5.2,2015-03-01
28140,4.9,2015-04-01
28140,5.0,2015-05-01
28140,4.9,2015-06-01
28140,5.1,2015-07-01
28140,4.9,2015-08-01
28140,4.0,2015-09-01
28140,3.9,2015-10-01
28140,3.8,2015-11-01
28140,3.8,2015-12-01
28140,4.3,2016-01-01
28140,4.5,2016-02-01
28140,4.5,2016-03-01
28140,4.1,2016-04-01
28140,4.2,2016-05-01
28140,4.4,2016-06-01
28140,5.1,2016-07-01
28140,4.8,2016-08-01
28140,4.2,2016-09-01
28140,4.0,2016-10-01
28140,3.7,2016-11-01
28140,3.7,2016-12-01
28140,4.5,2017-01-01
28140,4.4,2017-02-01
28140,4.3,2017-03-01
28140,3.5,2017-04-01
28140,3.6,2017-05-01
28140,3.7,2017-06-01
28140,4.4,2017-07-01
28140,4.4,2017-08-01
28140,3.2,2017-09-01
28140,3.4,2017-10-01
28140,3.1,2017-11-01
28140,3.3,2017-12-01
28140,4.0,2018-01-01
28140,3.9,2018-02-01
28140,3.7,2018-03-01
28140,3.1,2018-04-01
28140,3.3,2018-05-01
28140,3.4,2018-06-01
28140,3.8,2018-07-01
28140,3.5,2018-08-01
28140,2.8,2018-09-01
28140,2.7,2018-10-01
28140,2.7,2018-11-01
28140,3.0,2018-12-01
28140,3.8,2019-01-01
28140,3.6,2019-02-01
28140,3.6,2019-03-01
28140,2.8,2019-04-01
28140,3.0,2019-05-01
28140,3.3,2019-06-01
28140,4.0,2019-07-01
28140,3.5,2019-08-01
28140,2.7,2019-09-01
28140,2.9,2019-10-01
28140,2.9,2019-11-01
28140,3.1,2019-12-01
28140,3.7,2020-01-01
28140,3.4,2020-02-01
28140,3.5,2020-03-01
28140,11.3,2020-04-01
28140,10.8,2020-05-01
28140,7.8,2020-06-01
28140,7.6,2020-07-01
28140,7.3,2020-08-01
28140,5.0,2020-09-01
28140,4.4,2020-10-01
28140,4.6,2020-11-01
41180,7.9,2012-01-01
41180,8.1,2012-02-01
41180,7.8,2012-03-01
41180,6.8,2012-04-01
41180,7.0,2012-05-01
41180,7.5,2012-06-01
41180,7.8,2012-07-01
41180,7.5,2012-08-01
41180,6.8,2012-09-01
41180,6.8,2012-10-01
41180,6.7,2012-11-01
41180,7.0,2012-12-01
41180,8.1,2013-01-01
41180,7.8,2013-02-01
41180,7.4,2013-03-01
41180,6.4,2013-04-01
41180,7.0,2013-05-01
41180,7.5,2013-06-01
41180,7.6,2013-07-01
41180,7.3,2013-08-01
41180,6.8,2013-09-01
41180,6.6,2013-10-01
41180,6.4,2013-11-01
41180,6.5,2013-12-01
41180,7.3,2014-01-01
41180,7.7,2014-02-01
41180,7.3,2014-03-01
41180,5.9,2014-04-01
41180,6.2,2014-05-01
41180,6.4,2014-06-01
41180,6.7,2014-07-01
41180,6.3,2014-08-01
41180,5.6,2014-09-01
41180,5.1,2014-10-01
41180,5.2,2014-11-01
41180,5.1,2014-12-01
41180,5.8,2015-01-01
41180,5.8,2015-02-01
41180,5.7,2015-03-01
41180,5.1,2015-04-01
41180,5.3,2015-05-01
41180,5.3,2015-06-01
41180,5.4,2015-07-01
41180,4.9,2015-08-01
41180,4.4,2015-09-01
41180,4.3,2015-10-01
41180,4.3,2015-11-01
41180,4.3,2015-12-01
41180,4.9,2016-01-01
41180,5.0,2016-02-01
41180,5.0,2016-03-01
41180,4.5,2016-04-01
41180,4.2,2016-05-01
41180,4.9,2016-06-01
41180,5.1,2016-07-01
41180,5.2,2016-08-01
41180,4.7,2016-09-01
41180,4.3,2016-10-01
41180,3.8,2016-11-01
41180,4.0,2016-12-01
41180,4.4,2017-01-01
41180,4.4,2017-02-01
41180,4.1,2017-03-01
41180,3.6,2017-04-01
41180,3.6,2017-05-01
41180,3.8,2017-06-01
41180,4.1,2017-07-01
41180,4.2,2017-08-01
41180,3.4,2017-09-01
41180,2.9,2017-10-01
41180,3.3,2017-11-01
41180,3.4,2017-12-01
41180,3.8,2018-01-01
41180,3.9,2018-02-01
41180,3.8,2018-03-01
41180,3.1,2018-04-01
41180,3.0,2018-05-01
41180,3.7,2018-06-01
41180,3.7,2018-07-01
41180,3.5,2018-08-01
41180,2.9,2018-09-01
41180,2.8,2018-10-01
41180,2.8,2018-11-01
41180,3.3,2018-12-01
41180,4.0,2019-01-01
41180,3.8,2019-02-01
41180,3.7,2019-03-01
41180,2.8,2019-04-01
41180,3.0,2019-05-01
41180,3.4,2019-06-01
41180,3.6,2019-07-01
41180,3.5,2019-08-01
41180,2.8,2019-09-01
41180,2.9,2019-10-01
41180,3.1,2019-11-01
41180,3.3,2019-12-01
41180,4.0,2020-01-01
41180,3.3,2020-02-01
41180,3.5,2020-03-01
41180,11.0,2020-04-01
41180,11.3,2020-05-01
41180,9.7,2020-06-01
41180,8.2,2020-07-01
41180,8.0,2020-08-01
41180,5.5,2020-09-01
41180,4.4,2020-10-01
41180,4.3,2020-11-01
29820,12.3,2012-01-01
29820,11.9,2012-02-01
29820,11.7,2012-03-01
29820,11.4,2012-04-01
29820,11.2,2012-05-01
29820,11.4,2012-06-01
29820,11.6,2012-07-01
29820,11.3,2012-08-01
29820,11.0,2012-09-01
29820,10.5,2012-10-01
29820,10.4,2012-11-01
29820,10.4,2012-12-01
29820,10.8,2013-01-01
29820,10.3,2013-02-01
29820,10.1,2013-03-01
29820,9.8,2013-04-01
29820,9.7,2013-05-01
29820,10.0,2013-06-01
29820,9.9,2013-07-01
29820,9.6,2013-08-01
29820,9.4,2013-09-01
29820,9.1,2013-10-01
29820,8.8,2013-11-01
29820,8.7,2013-12-01
29820,8.9,2014-01-01
29820,8.5,2014-02-01
29820,8.6,2014-03-01
29820,8.0,2014-04-01
29820,7.9,2014-05-01
29820,8.1,2014-06-01
29820,8.2,2014-07-01
29820,7.9,2014-08-01
29820,7.7,2014-09-01
29820,7.4,2014-10-01
29820,7.3,2014-11-01
29820,7.2,2014-12-01
29820,7.5,2015-01-01
29820,7.2,2015-02-01
29820,6.9,2015-03-01
29820,7.0,2015-04-01
29820,6.7,2015-05-01
29820,7.0,2015-06-01
29820,7.1,2015-07-01
29820,6.8,2015-08-01
29820,6.8,2015-09-01
29820,6.4,2015-10-01
29820,6.3,2015-11-01
29820,6.2,2015-12-01
29820,6.4,2016-01-01
29820,6.1,2016-02-01
29820,6.1,2016-03-01
29820,5.9,2016-04-01
29820,5.8,2016-05-01
29820,6.1,2016-06-01
29820,6.0,2016-07-01
29820,5.7,2016-08-01
29820,5.7,2016-09-01
29820,5.5,2016-10-01
29820,5.3,2016-11-01
29820,5.3,2016-12-01
29820,5.5,2017-01-01
29820,5.4,2017-02-01
29820,5.2,2017-03-01
29820,5.3,2017-04-01
29820,5.1,2017-05-01
29820,5.5,2017-06-01
29820,5.4,2017-07-01
29820,5.2,2017-08-01
29820,5.2,2017-09-01
29820,4.9,2017-10-01
29820,4.9,2017-11-01
29820,4.9,2017-12-01
29820,5.2,2018-01-01
29820,5.0,2018-02-01
29820,4.8,2018-03-01
29820,4.7,2018-04-01
29820,4.5,2018-05-01
29820,4.9,2018-06-01
29820,4.8,2018-07-01
29820,4.6,2018-08-01
29820,4.6,2018-09-01
29820,4.3,2018-10-01
29820,4.2,2018-11-01
29820,4.3,2018-12-01
29820,4.6,2019-01-01
29820,4.2,2019-02-01
29820,4.1,2019-03-01
29820,4.0,2019-04-01
29820,4.0,2019-05-01
29820,4.4,2019-06-01
29820,4.3,2019-07-01
29820,4.1,2019-08-01
29820,3.9,2019-09-01
29820,3.8,2019-10-01
29820,3.6,2019-11-01
29820,3.5,2019-12-01
29820,3.9,2020-01-01
29820,3.9,2020-02-01
29820,7.2,2020-03-01
29820,34.0,2020-04-01
29820,28.8,2020-05-01
29820,17.8,2020-06-01
29820,16.6,2020-07-01
29820,15.6,2020-08-01
29820,14.6,2020-09-01
29820,13.7,2020-10-01
29820,11.5,2020-11-01
15380,9.3,2012-01-01
15380,9.4,2012-02-01
15380,9.0,2012-03-01
15380,8.3,2012-04-01
15380,8.4,2012-05-01
15380,8.6,2012-06-01
15380,8.9,2012-07-01
15380,8.4,2012-08-01
15380,8.1,2012-09-01
15380,7.8,2012-10-01
15380,7.6,2012-11-01
15380,8.2,2012-12-01
15380,9.2,2013-01-01
15380,8.9,2013-02-01
15380,8.2,2013-03-01
15380,7.6,2013-04-01
15380,7.3,2013-05-01
15380,7.7,2013-06-01
15380,7.7,2013-07-01
15380,7.3,2013-08-01
15380,7.1,2013-09-01
15380,6.9,2013-10-01
15380,6.7,2013-11-01
15380,6.7,2013-12-01
15380,7.4,2014-01-01
15380,7.6,2014-02-01
15380,7.1,2014-03-01
15380,6.0,2014-04-01
15380,6.0,2014-05-01
15380,6.0,2014-06-01
15380,6.4,2014-07-01
15380,6.2,2014-08-01
15380,5.7,2014-09-01
15380,5.4,2014-10-01
15380,5.7,2014-11-01
15380,5.7,2014-12-01
15380,6.7,2015-01-01
15380,6.5,2015-02-01
15380,6.0,2015-03-01
15380,5.5,2015-04-01
15380,5.4,2015-05-01
15380,5.4,2015-06-01
15380,5.6,2015-07-01
15380,5.3,2015-08-01
15380,4.9,2015-09-01
15380,4.7,2015-10-01
15380,4.8,2015-11-01
15380,5.0,2015-12-01
15380,5.5,2016-01-01
15380,5.7,2016-02-01
15380,5.4,2016-03-01
15380,4.9,2016-04-01
15380,4.4,2016-05-01
15380,4.7,2016-06-01
15380,5.1,2016-07-01
15380,5.1,2016-08-01
15380,5.0,2016-09-01
15380,5.0,2016-10-01
15380,4.9,2016-11-01
15380,5.3,2016-12-01
15380,6.2,2017-01-01
15380,6.3,2017-02-01
15380,5.5,2017-03-01
15380,5.1,2017-04-01
15380,5.0,2017-05-01
15380,5.1,2017-06-01
15380,5.4,2017-07-01
15380,5.4,2017-08-01
15380,4.9,2017-09-01
15380,4.8,2017-10-01
15380,5.0,2017-11-01
15380,5.4,2017-12-01
15380,6.0,2018-01-01
15380,6.1,2018-02-01
15380,5.4,2018-03-01
15380,4.7,2018-04-01
15380,4.1,2018-05-01
15380,4.4,2018-06-01
15380,4.4,2018-07-01
15380,4.2,2018-08-01
15380,3.7,2018-09-01
15380,3.7,2018-10-01
15380,3.7,2018-11-01
15380,4.4,2018-12-01
15380,5.2,2019-01-01
15380,5.0,2019-02-01
15380,4.6,2019-03-01
15380,3.9,2019-04-01
15380,3.8,2019-05-01
15380,4.1,2019-06-01
15380,4.6,2019-07-01
15380,4.5,2019-08-01
15380,4.0,2019-09-01
15380,4.1,2019-10-01
15380,4.2,2019-11-01
15380,4.7,2019-12-01
15380,5.1,2020-01-01
15380,4.9,2020-02-01
15380,5.0,2020-03-01
15380,19.3,2020-04-01
15380,14.1,2020-05-01
