geographyid,unemploymentrate,date
25540,6.7,2014-08-01
25540,6.2,2014-09-01
25540,6.0,2014-10-01
25540,5.8,2014-11-01
25540,5.6,2014-12-01
25540,6.7,2015-01-01
25540,6.4,2015-02-01
25540,6.0,2015-03-01
25540,5.6,2015-04-01
25540,5.6,2015-05-01
25540,5.8,2015-06-01
25540,5.9,2015-07-01
25540,5.7,2015-08-01
25540,5.3,2015-09-01
25540,5.2,2015-10-01
25540,5.0,2015-11-01
25540,5.1,2015-12-01
25540,6.0,2016-01-01
25540,5.9,2016-02-01
25540,5.6,2016-03-01
25540,5.2,2016-04-01
25540,5.1,2016-05-01
25540,5.6,2016-06-01
25540,5.5,2016-07-01
25540,5.3,2016-08-01
25540,4.8,2016-09-01
25540,4.5,2016-10-01
25540,4.2,2016-11-01
25540,4.3,2016-12-01
25540,5.5,2017-01-01
25540,5.3,2017-02-01
25540,5.0,2017-03-01
25540,4.6,2017-04-01
25540,4.6,2017-05-01
25540,4.9,2017-06-01
25540,4.9,2017-07-01
25540,4.8,2017-08-01
25540,4.4,2017-09-01
25540,4.3,2017-10-01
25540,4.1,2017-11-01
25540,4.1,2017-12-01
25540,5.3,2018-01-01
25540,5.0,2018-02-01
25540,4.7,2018-03-01
25540,4.2,2018-04-01
25540,4.1,2018-05-01
25540,4.4,2018-06-01
25540,4.3,2018-07-01
25540,4.1,2018-08-01
25540,3.7,2018-09-01
25540,3.6,2018-10-01
25540,3.3,2018-11-01
25540,3.4,2018-12-01
25540,4.6,2019-01-01
25540,4.3,2019-02-01
25540,4.0,2019-03-01
25540,3.4,2019-04-01
25540,3.6,2019-05-01
25540,3.9,2019-06-01
25540,4.0,2019-07-01
25540,3.9,2019-08-01
25540,3.5,2019-09-01
25540,3.5,2019-10-01
25540,3.3,2019-11-01
25540,3.3,2019-12-01
25540,4.4,2020-01-01
25540,4.3,2020-02-01
25540,3.5,2020-03-01
25540,7.6,2020-04-01
25540,8.9,2020-05-01
25540,9.9,2020-06-01
25540,10.1,2020-07-01
25540,8.0,2020-08-01
25540,7.2,2020-09-01
25540,5.6,2020-10-01
25540,7.5,2020-11-01
47900,6.2,2012-01-01
47900,6.2,2012-02-01
47900,5.9,2012-03-01
47900,5.4,2012-04-01
47900,5.7,2012-05-01
47900,6.1,2012-06-01
47900,6.0,2012-07-01
47900,5.9,2012-08-01
47900,5.6,2012-09-01
47900,5.5,2012-10-01
47900,5.4,2012-11-01
47900,5.5,2012-12-01
47900,6.0,2013-01-01
47900,5.8,2013-02-01
47900,5.6,2013-03-01
47900,5.2,2013-04-01
47900,5.5,2013-05-01
47900,6.0,2013-06-01
47900,5.8,2013-07-01
47900,5.6,2013-08-01
47900,5.5,2013-09-01
47900,5.8,2013-10-01
47900,5.2,2013-11-01
47900,5.0,2013-12-01
47900,5.4,2014-01-01
47900,5.5,2014-02-01
47900,5.3,2014-03-01
47900,4.7,2014-04-01
47900,5.1,2014-05-01
47900,5.3,2014-06-01
47900,5.4,2014-07-01
47900,5.3,2014-08-01
47900,5.0,2014-09-01
47900,4.8,2014-10-01
47900,4.7,2014-11-01
47900,4.5,2014-12-01
47900,5.0,2015-01-01
47900,4.9,2015-02-01
47900,4.7,2015-03-01
47900,4.2,2015-04-01
47900,4.5,2015-05-01
47900,4.7,2015-06-01
47900,4.6,2015-07-01
47900,4.4,2015-08-01
47900,4.2,2015-09-01
47900,4.2,2015-10-01
47900,4.0,2015-11-01
47900,3.8,2015-12-01
47900,4.1,2016-01-01
47900,4.1,2016-02-01
47900,3.9,2016-03-01
47900,3.5,2016-04-01
47900,3.7,2016-05-01
47900,4.1,2016-06-01
47900,4.1,2016-07-01
47900,4.1,2016-08-01
47900,4.0,2016-09-01
47900,4.0,2016-10-01
47900,3.7,2016-11-01
47900,3.6,2016-12-01
47900,4.1,2017-01-01
47900,4.0,2017-02-01
47900,3.8,2017-03-01
47900,3.4,2017-04-01
47900,3.7,2017-05-01
47900,4.0,2017-06-01
47900,3.9,2017-07-01
47900,3.9,2017-08-01
47900,3.7,2017-09-01
47900,3.6,2017-10-01
47900,3.5,2017-11-01
47900,3.3,2017-12-01
47900,3.8,2018-01-01
47900,3.7,2018-02-01
47900,3.5,2018-03-01
47900,3.1,2018-04-01
47900,3.2,2018-05-01
47900,3.7,2018-06-01
47900,3.5,2018-07-01
47900,3.4,2018-08-01
47900,3.2,2018-09-01
47900,3.2,2018-10-01
47900,3.0,2018-11-01
47900,3.0,2018-12-01
47900,3.8,2019-01-01
47900,3.4,2019-02-01
47900,3.2,2019-03-01
47900,2.8,2019-04-01
47900,3.0,2019-05-01
47900,3.3,2019-06-01
47900,3.3,2019-07-01
47900,3.2,2019-08-01
47900,2.9,2019-09-01
47900,2.9,2019-10-01
47900,2.8,2019-11-01
47900,2.6,2019-12-01
47900,3.1,2020-01-01
47900,3.0,2020-02-01
47900,3.3,2020-03-01
47900,9.8,2020-04-01
47900,8.9,2020-05-01
47900,8.3,2020-06-01
47900,7.9,2020-07-01
47900,6.9,2020-08-01
47900,6.9,2020-09-01
47900,6.6,2020-10-01
47900,5.8,2020-11-01
27260,8.9,2012-01-01
27260,8.6,2012-02-01
27260,8.3,2012-03-01
27260,7.9,2012-04-01
27260,8.1,2012-05-01
27260,8.7,2012-06-01
27260,8.8,2012-07-01
27260,8.5,2012-08-01
27260,7.9,2012-09-01
27260,7.7,2012-10-01
27260,7.5,2012-11-01
27260,7.5,2012-12-01
27260,8.1,2013-01-01
27260,7.4,2013-02-01
27260,7.0,2013-03-01
27260,6.8,2013-04-01
27260,7.0,2013-05-01
27260,7.5,2013-06-01
27260,7.3,2013-07-01
27260,7.1,2013-08-01
27260,6.7,2013-09-01
27260,6.6,2013-10-01
27260,6.4,2013-11-01
27260,6.1,2013-12-01
27260,6.6,2014-01-01
27260,6.5,2014-02-01
27260,6.4,2014-03-01
27260,6.0,2014-04-01
27260,6.2,2014-05-01
27260,6.5,2014-06-01
27260,6.7,2014-07-01
27260,6.6,2014-08-01
27260,6.1,2014-09-01
27260,5.9,2014-10-01
27260,5.9,2014-11-01
27260,5.5,2014-12-01
27260,6.0,2015-01-01
27260,5.6,2015-02-01
27260,5.4,2015-03-01
27260,5.2,2015-04-01
27260,5.4,2015-05-01
27260,5.7,2015-06-01
27260,5.7,2015-07-01
27260,5.5,2015-08-01
27260,5.1,2015-09-01
27260,5.0,2015-10-01
27260,5.0,2015-11-01
27260,4.8,2015-12-01
27260,5.0,2016-01-01
27260,4.6,2016-02-01
27260,4.6,2016-03-01
27260,4.4,2016-04-01
27260,4.3,2016-05-01
27260,4.9,2016-06-01
27260,4.9,2016-07-01
27260,4.9,2016-08-01
27260,4.7,2016-09-01
27260,4.5,2016-10-01
27260,4.5,2016-11-01
27260,4.3,2016-12-01
27260,4.7,2017-01-01
27260,4.3,2017-02-01
27260,4.0,2017-03-01
27260,3.9,2017-04-01
27260,3.9,2017-05-01
27260,4.3,2017-06-01
27260,4.3,2017-07-01
27260,4.3,2017-08-01
27260,3.8,2017-09-01
27260,3.7,2017-10-01
27260,3.8,2017-11-01
27260,3.6,2017-12-01
27260,4.0,2018-01-01
27260,3.7,2018-02-01
27260,3.5,2018-03-01
27260,3.3,2018-04-01
27260,3.3,2018-05-01
27260,3.8,2018-06-01
27260,3.7,2018-07-01
27260,3.5,2018-08-01
27260,3.2,2018-09-01
27260,3.2,2018-10-01
27260,3.2,2018-11-01
27260,3.2,2018-12-01
27260,3.8,2019-01-01
27260,3.3,2019-02-01
27260,3.2,2019-03-01
27260,2.9,2019-04-01
27260,3.0,2019-05-01
27260,3.4,2019-06-01
27260,3.5,2019-07-01
27260,3.3,2019-08-01
27260,2.9,2019-09-01
27260,2.8,2019-10-01
27260,2.7,2019-11-01
27260,2.6,2019-12-01
27260,3.1,2020-01-01
27260,3.0,2020-02-01
27260,4.3,2020-03-01
27260,11.2,2020-04-01
27260,10.4,2020-05-01
27260,7.8,2020-06-01
27260,8.8,2020-07-01
27260,5.7,2020-08-01
27260,4.8,2020-09-01
27260,4.8,2020-10-01
27260,5.2,2020-11-01
33100,8.5,2012-01-01
33100,8.3,2012-02-01
33100,8.2,2012-03-01
33100,7.9,2012-04-01
33100,8.2,2012-05-01
33100,8.7,2012-06-01
33100,8.8,2012-07-01
33100,8.7,2012-08-01
33100,8.2,2012-09-01
33100,7.9,2012-10-01
33100,7.5,2012-11-01
33100,7.7,2012-12-01
33100,7.9,2013-01-01
33100,7.4,2013-02-01
33100,7.2,2013-03-01
33100,7.0,2013-04-01
33100,7.2,2013-05-01
33100,7.6,2013-06-01
33100,7.4,2013-07-01
33100,7.4,2013-08-01
33100,7.1,2013-09-01
33100,6.9,2013-10-01
33100,6.4,2013-11-01
33100,6.2,2013-12-01
33100,6.5,2014-01-01
33100,6.5,2014-02-01
33100,6.7,2014-03-01
33100,6.3,2014-04-01
33100,6.4,2014-05-01
33100,6.3,2014-06-01
33100,6.6,2014-07-01
33100,6.5,2014-08-01
33100,6.2,2014-09-01
33100,5.9,2014-10-01
33100,5.7,2014-11-01
33100,5.4,2014-12-01
33100,5.7,2015-01-01
33100,5.5,2015-02-01
33100,5.5,2015-03-01
33100,5.4,2015-04-01
33100,5.6,2015-05-01
33100,5.7,2015-06-01
33100,5.8,2015-07-01
33100,5.7,2015-08-01
33100,5.5,2015-09-01
33100,5.3,2015-10-01
33100,5.1,2015-11-01
33100,5.0,2015-12-01
33100,4.9,2016-01-01
33100,4.7,2016-02-01
33100,4.9,2016-03-01
33100,4.7,2016-04-01
33100,4.6,2016-05-01
33100,5.0,2016-06-01
33100,5.1,2016-07-01
33100,5.2,2016-08-01
33100,5.1,2016-09-01
33100,4.9,2016-10-01
33100,4.6,2016-11-01
33100,4.5,2016-12-01
33100,4.7,2017-01-01
33100,4.4,2017-02-01
33100,4.3,2017-03-01
33100,4.1,2017-04-01
33100,4.2,2017-05-01
33100,4.4,2017-06-01
33100,4.5,2017-07-01
33100,4.5,2017-08-01
33100,4.2,2017-09-01
33100,4.1,2017-10-01
33100,4.0,2017-11-01
33100,3.8,2017-12-01
33100,3.9,2018-01-01
33100,3.7,2018-02-01
33100,3.7,2018-03-01
33100,3.5,2018-04-01
33100,3.3,2018-05-01
33100,3.7,2018-06-01
33100,3.7,2018-07-01
33100,3.6,2018-08-01
33100,3.4,2018-09-01
33100,3.2,2018-10-01
33100,3.0,2018-11-01
33100,3.1,2018-12-01
33100,3.4,2019-01-01
33100,3.0,2019-02-01
33100,3.0,2019-03-01
33100,2.7,2019-04-01
33100,2.8,2019-05-01
33100,3.0,2019-06-01
33100,3.0,2019-07-01
33100,3.0,2019-08-01
33100,2.7,2019-09-01
33100,2.5,2019-10-01
33100,2.4,2019-11-01
33100,2.2,2019-12-01
33100,2.4,2020-01-01
33100,2.3,2020-02-01
33100,4.1,2020-03-01
33100,13.4,2020-04-01
33100,13.4,2020-05-01
33100,11.4,2020-06-01
33100,13.4,2020-07-01
33100,8.4,2020-08-01
33100,9.7,2020-09-01
33100,7.6,2020-10-01
33100,7.0,2020-11-01
36740,9.2,2012-01-01
36740,8.9,2012-02-01
36740,8.5,2012-03-01
36740,8.2,2012-04-01
36740,8.4,2012-05-01
36740,8.9,2012-06-01
36740,9.0,2012-07-01
36740,8.6,2012-08-01
36740,8.1,2012-09-01
36740,7.9,2012-10-01
36740,7.6,2012-11-01
36740,7.6,2012-12-01
36740,8.2,2013-01-01
36740,7.5,2013-02-01
36740,7.1,2013-03-01
36740,6.9,2013-04-01
36740,7.0,2013-05-01
36740,7.3,2013-06-01
36740,7.2,2013-07-01
36740,6.9,2013-08-01
36740,6.7,2013-09-01
36740,6.6,2013-10-01
36740,6.3,2013-11-01
36740,6.0,2013-12-01
36740,6.4,2014-01-01
36740,6.2,2014-02-01
36740,6.2,2014-03-01
36740,5.8,2014-04-01
36740,6.0,2014-05-01
36740,6.1,2014-06-01
36740,6.3,2014-07-01
36740,6.2,2014-08-01
36740,5.9,2014-09-01
36740,5.7,2014-10-01
36740,5.7,2014-11-01
36740,5.4,2014-12-01
36740,5.9,2015-01-01
36740,5.4,2015-02-01
36740,5.2,2015-03-01
36740,5.0,2015-04-01
36740,5.2,2015-05-01
36740,5.4,2015-06-01
36740,5.4,2015-07-01
36740,5.2,2015-08-01
36740,5.0,2015-09-01
36740,4.9,2015-10-01
36740,4.8,2015-11-01
36740,4.6,2015-12-01
36740,4.8,2016-01-01
36740,4.5,2016-02-01
36740,4.4,2016-03-01
36740,4.3,2016-04-01
36740,4.2,2016-05-01
36740,4.7,2016-06-01
36740,4.7,2016-07-01
36740,4.6,2016-08-01
36740,4.5,2016-09-01
36740,4.4,2016-10-01
36740,4.2,2016-11-01
36740,4.2,2016-12-01
36740,4.5,2017-01-01
36740,4.1,2017-02-01
36740,3.8,2017-03-01
36740,3.7,2017-04-01
36740,3.8,2017-05-01
36740,4.1,2017-06-01
36740,4.1,2017-07-01
36740,4.1,2017-08-01
36740,3.8,2017-09-01
36740,3.6,2017-10-01
36740,3.7,2017-11-01
36740,3.5,2017-12-01
36740,3.9,2018-01-01
36740,3.6,2018-02-01
36740,3.4,2018-03-01
36740,3.2,2018-04-01
36740,3.2,2018-05-01
36740,3.6,2018-06-01
36740,3.5,2018-07-01
36740,3.4,2018-08-01
36740,3.1,2018-09-01
36740,3.1,2018-10-01
36740,3.1,2018-11-01
36740,3.2,2018-12-01
36740,3.7,2019-01-01
36740,3.2,2019-02-01
36740,3.1,2019-03-01
36740,2.8,2019-04-01
36740,2.9,2019-05-01
36740,3.2,2019-06-01
36740,3.3,2019-07-01
36740,3.1,2019-08-01
36740,2.8,2019-09-01
36740,2.8,2019-10-01
36740,2.7,2019-11-01
36740,2.5,2019-12-01
36740,3.0,2020-01-01
36740,2.9,2020-02-01
36740,4.2,2020-03-01
36740,16.8,2020-04-01
36740,21.1,2020-05-01
36740,16.1,2020-06-01
36740,15.4,2020-07-01
36740,10.8,2020-08-01
36740,9.2,2020-09-01
36740,7.8,2020-10-01
36740,7.7,2020-11-01
45300,9.0,2012-01-01
45300,8.7,2012-02-01
45300,8.3,2012-03-01
45300,8.0,2012-04-01
45300,8.2,2012-05-01
45300,8.6,2012-06-01
45300,8.7,2012-07-01
45300,8.4,2012-08-01
45300,7.9,2012-09-01
45300,7.7,2012-10-01
45300,7.5,2012-11-01
45300,7.5,2012-12-01
45300,8.0,2013-01-01
45300,7.4,2013-02-01
45300,6.9,2013-03-01
45300,6.7,2013-04-01
45300,6.8,2013-05-01
45300,7.2,2013-06-01
45300,7.1,2013-07-01
45300,6.9,2013-08-01
45300,6.6,2013-09-01
45300,6.5,2013-10-01
45300,6.3,2013-11-01
45300,6.0,2013-12-01
45300,6.5,2014-01-01
45300,6.3,2014-02-01
45300,6.2,2014-03-01
45300,5.8,2014-04-01
45300,6.0,2014-05-01
45300,6.1,2014-06-01
45300,6.3,2014-07-01
45300,6.2,2014-08-01
45300,5.9,2014-09-01
45300,5.7,2014-10-01
45300,5.8,2014-11-01
45300,5.4,2014-12-01
45300,5.9,2015-01-01
45300,5.4,2015-02-01
45300,5.2,2015-03-01
45300,5.1,2015-04-01
45300,5.3,2015-05-01
45300,5.4,2015-06-01
45300,5.5,2015-07-01
45300,5.2,2015-08-01
45300,5.0,2015-09-01
45300,4.9,2015-10-01
45300,4.9,2015-11-01
45300,4.7,2015-12-01
45300,4.9,2016-01-01
45300,4.5,2016-02-01
45300,4.5,2016-03-01
45300,4.4,2016-04-01
45300,4.3,2016-05-01
45300,4.8,2016-06-01
45300,4.8,2016-07-01
45300,4.7,2016-08-01
45300,4.7,2016-09-01
45300,4.5,2016-10-01
45300,4.4,2016-11-01
45300,4.3,2016-12-01
45300,4.7,2017-01-01
45300,4.3,2017-02-01
45300,4.0,2017-03-01
45300,3.8,2017-04-01
45300,3.9,2017-05-01
45300,4.2,2017-06-01
45300,4.2,2017-07-01
45300,4.2,2017-08-01
45300,3.9,2017-09-01
45300,3.8,2017-10-01
45300,3.9,2017-11-01
45300,3.7,2017-12-01
45300,4.1,2018-01-01
45300,3.8,2018-02-01
45300,3.6,2018-03-01
45300,3.4,2018-04-01
45300,3.4,2018-05-01
45300,3.8,2018-06-01
45300,3.7,2018-07-01
45300,3.6,2018-08-01
45300,3.3,2018-09-01
45300,3.3,2018-10-01
45300,3.3,2018-11-01
45300,3.4,2018-12-01
45300,3.8,2019-01-01
45300,3.4,2019-02-01
45300,3.3,2019-03-01
45300,3.0,2019-04-01
45300,3.1,2019-05-01
45300,3.4,2019-06-01
45300,3.4,2019-07-01
45300,3.3,2019-08-01
45300,2.9,2019-09-01
45300,2.9,2019-10-01
45300,2.8,2019-11-01
45300,2.7,2019-12-01
45300,3.1,2020-01-01
45300,3.0,2020-02-01
45300,4.3,2020-03-01
45300,13.2,2020-04-01
45300,12.2,2020-05-01
45300,9.0,2020-06-01
45300,10.2,2020-07-01
45300,6.7,2020-08-01
45300,5.7,2020-09-01
45300,5.4,2020-10-01
45300,5.7,2020-11-01
12060,9.4,2012-01-01
12060,9.4,2012-02-01
12060,9.0,2012-03-01
12060,8.5,2012-04-01
12060,8.7,2012-05-01
12060,9.3,2012-06-01
12060,9.3,2012-07-01
12060,9.0,2012-08-01
12060,8.4,2012-09-01
12060,8.4,2012-10-01
12060,8.0,2012-11-01
12060,8.3,2012-12-01
12060,8.7,2013-01-01
12060,8.2,2013-02-01
12060,7.8,2013-03-01
12060,7.5,2013-04-01
12060,7.7,2013-05-01
12060,8.4,2013-06-01
12060,8.3,2013-07-01
12060,7.8,2013-08-01
12060,7.5,2013-09-01
12060,7.6,2013-10-01
12060,7.0,2013-11-01
12060,6.9,2013-12-01
12060,7.0,2014-01-01
12060,7.1,2014-02-01
12060,6.9,2014-03-01
12060,6.3,2014-04-01
12060,6.8,2014-05-01
12060,7.2,2014-06-01
12060,7.4,2014-07-01
12060,7.1,2014-08-01
12060,6.6,2014-09-01
12060,6.4,2014-10-01
12060,6.1,2014-11-01
12060,5.9,2014-12-01
12060,6.3,2015-01-01
12060,6.0,2015-02-01
12060,5.7,2015-03-01
12060,5.5,2015-04-01
12060,5.9,2015-05-01
12060,6.1,2015-06-01
12060,6.1,2015-07-01
12060,5.8,2015-08-01
12060,5.4,2015-09-01
12060,5.5,2015-10-01
12060,5.2,2015-11-01
12060,5.2,2015-12-01
12060,5.3,2016-01-01
12060,5.2,2016-02-01
12060,5.1,2016-03-01
12060,4.9,2016-04-01
12060,4.8,2016-05-01
12060,5.4,2016-06-01
12060,5.4,2016-07-01
12060,5.3,2016-08-01
12060,5.2,2016-09-01
12060,5.2,2016-10-01
12060,4.8,2016-11-01
12060,4.9,2016-12-01
12060,5.2,2017-01-01
12060,5.0,2017-02-01
12060,4.6,2017-03-01
12060,4.4,2017-04-01
12060,4.5,2017-05-01
12060,4.8,2017-06-01
12060,4.7,2017-07-01
12060,4.7,2017-08-01
12060,4.2,2017-09-01
12060,4.1,2017-10-01
12060,4.0,2017-11-01
12060,4.0,2017-12-01
12060,4.2,2018-01-01
12060,4.2,2018-02-01
12060,3.9,2018-03-01
12060,3.6,2018-04-01
12060,3.6,2018-05-01
12060,4.2,2018-06-01
12060,4.0,2018-07-01
12060,3.9,2018-08-01
12060,3.4,2018-09-01
12060,3.6,2018-10-01
12060,3.3,2018-11-01
12060,3.6,2018-12-01
12060,4.0,2019-01-01
12060,3.6,2019-02-01
12060,3.5,2019-03-01
12060,3.0,2019-04-01
12060,3.2,2019-05-01
12060,3.6,2019-06-01
12060,3.6,2019-07-01
12060,3.5,2019-08-01
12060,2.9,2019-09-01
12060,2.9,2019-10-01
12060,2.6,2019-11-01
12060,2.7,2019-12-01
12060,3.2,2020-01-01
12060,3.3,2020-02-01
12060,4.4,2020-03-01
12060,12.7,2020-04-01
12060,9.9,2020-05-01
12060,8.6,2020-06-01
12060,8.6,2020-07-01
12060,6.4,2020-08-01
12060,6.6,2020-09-01
12060,4.6,2020-10-01
12060,5.6,2020-11-01
16980,9.8,2012-01-01
16980,9.7,2012-02-01
16980,9.2,2012-03-01
16980,8.6,2012-04-01
16980,8.8,2012-05-01
16980,9.6,2012-06-01
16980,9.7,2012-07-01
16980,9.3,2012-08-01
16980,8.4,2012-09-01
16980,8.7,2012-10-01
16980,8.4,2012-11-01
16980,9.1,2012-12-01
16980,10.2,2013-01-01
16980,9.9,2013-02-01
16980,9.3,2013-03-01
16980,8.8,2013-04-01
16980,8.9,2013-05-01
16980,9.7,2013-06-01
16980,9.3,2013-07-01
16980,9.1,2013-08-01
16980,8.5,2013-09-01
16980,8.7,2013-10-01
16980,8.2,2013-11-01
16980,8.1,2013-12-01
16980,8.7,2014-01-01
16980,8.8,2014-02-01
16980,8.2,2014-03-01
16980,7.0,2014-04-01
16980,7.0,2014-05-01
16980,7.2,2014-06-01
16980,7.3,2014-07-01
16980,7.0,2014-08-01
16980,6.3,2014-09-01
16980,6.2,2014-10-01
16980,6.1,2014-11-01
16980,5.9,2014-12-01
16980,6.9,2015-01-01
16980,6.5,2015-02-01
16980,6.0,2015-03-01
16980,5.6,2015-04-01
16980,5.9,2015-05-01
16980,6.2,2015-06-01
16980,6.1,2015-07-01
16980,5.8,2015-08-01
16980,5.3,2015-09-01
16980,5.6,2015-10-01
16980,5.6,2015-11-01
16980,5.8,2015-12-01
16980,6.5,2016-01-01
16980,6.4,2016-02-01
16980,6.2,2016-03-01
16980,5.8,2016-04-01
16980,5.3,2016-05-01
16980,6.0,2016-06-01
16980,5.8,2016-07-01
16980,5.7,2016-08-01
16980,5.5,2016-09-01
16980,5.5,2016-10-01
16980,5.0,2016-11-01
16980,5.1,2016-12-01
16980,5.8,2017-01-01
16980,5.4,2017-02-01
16980,4.7,2017-03-01
16980,4.5,2017-04-01
16980,4.4,2017-05-01
16980,5.1,2017-06-01
16980,5.1,2017-07-01
16980,5.3,2017-08-01
16980,4.6,2017-09-01
16980,4.5,2017-10-01
16980,4.4,2017-11-01
16980,4.4,2017-12-01
16980,5.0,2018-01-01
16980,4.8,2018-02-01
16980,4.1,2018-03-01
16980,3.7,2018-04-01
16980,3.5,2018-05-01
16980,4.5,2018-06-01
16980,4.3,2018-07-01
16980,4.1,2018-08-01
16980,3.7,2018-09-01
16980,3.9,2018-10-01
16980,3.6,2018-11-01
16980,4.0,2018-12-01
16980,4.9,2019-01-01
16980,4.5,2019-02-01
16980,4.2,2019-03-01
16980,3.6,2019-04-01
16980,3.4,2019-05-01
16980,4.1,2019-06-01
16980,4.1,2019-07-01
16980,3.8,2019-08-01
16980,3.3,2019-09-01
16980,3.3,2019-10-01
16980,3.2,2019-11-01
16980,3.2,2019-12-01
16980,3.8,2020-01-01
16980,3.6,2020-02-01
16980,4.5,2020-03-01
16980,17.3,2020-04-01
16980,15.3,2020-05-01
16980,15.5,2020-06-01
16980,12.1,2020-07-01
16980,11.8,2020-08-01
16980,10.8,2020-09-01
16980,8.0,2020-10-01
16980,7.0,2020-11-01
26900,8.8,2012-01-01
26900,8.6,2012-02-01
26900,8.3,2012-03-01
26900,7.5,2012-04-01
26900,7.8,2012-05-01
26900,8.1,2012-06-01
26900,8.3,2012-07-01
26900,8.1,2012-08-01
26900,7.5,2012-09-01
26900,7.6,2012-10-01
26900,7.7,2012-11-01
26900,8.2,2012-12-01
26900,9.1,2013-01-01
26900,8.7,2013-02-01
26900,8.1,2013-03-01
26900,7.3,2013-04-01
26900,7.5,2013-05-01
26900,7.8,2013-06-01
26900,7.3,2013-07-01
26900,7.1,2013-08-01
26900,6.6,2013-09-01
26900,6.7,2013-10-01
26900,6.3,2013-11-01
26900,6.0,2013-12-01
26900,6.2,2014-01-01
26900,6.6,2014-02-01
26900,6.3,2014-03-01
26900,5.4,2014-04-01
26900,5.7,2014-05-01
26900,5.7,2014-06-01
26900,5.9,2014-07-01
26900,5.8,2014-08-01
26900,5.2,2014-09-01
26900,5.3,2014-10-01
26900,5.4,2014-11-01
26900,5.1,2014-12-01
26900,5.8,2015-01-01
26900,5.3,2015-02-01
26900,5.0,2015-03-01
26900,4.2,2015-04-01
26900,4.6,2015-05-01
26900,4.6,2015-06-01
26900,4.5,2015-07-01
26900,4.3,2015-08-01
26900,3.9,2015-09-01
26900,4.1,2015-10-01
26900,4.2,2015-11-01
26900,4.1,2015-12-01
26900,4.6,2016-01-01
26900,4.7,2016-02-01
26900,4.6,2016-03-01
26900,4.0,2016-04-01
26900,3.9,2016-05-01
26900,4.2,2016-06-01
26900,4.0,2016-07-01
26900,4.1,2016-08-01
26900,3.8,2016-09-01
26900,3.8,2016-10-01
26900,3.6,2016-11-01
26900,3.5,2016-12-01
26900,4.2,2017-01-01
26900,4.0,2017-02-01
26900,3.4,2017-03-01
26900,2.8,2017-04-01
26900,3.1,2017-05-01
26900,3.3,2017-06-01
26900,3.5,2017-07-01
26900,3.8,2017-08-01
26900,3.1,2017-09-01
26900,3.1,2017-10-01
26900,3.1,2017-11-01
26900,2.9,2017-12-01
26900,3.4,2018-01-01
26900,3.5,2018-02-01
26900,3.3,2018-03-01
26900,2.9,2018-04-01
26900,3.0,2018-05-01
26900,3.6,2018-06-01
26900,3.5,2018-07-01
26900,3.5,2018-08-01
26900,3.0,2018-09-01
26900,3.3,2018-10-01
26900,3.2,2018-11-01
26900,3.2,2018-12-01
26900,3.8,2019-01-01
26900,3.5,2019-02-01
26900,3.3,2019-03-01
26900,2.6,2019-04-01
26900,2.8,2019-05-01
26900,3.1,2019-06-01
26900,3.2,2019-07-01
26900,3.1,2019-08-01
26900,2.6,2019-09-01
26900,2.7,2019-10-01
26900,2.8,2019-11-01
26900,2.6,2019-12-01
26900,3.2,2020-01-01
26900,2.9,2020-02-01
26900,2.8,2020-03-01
26900,13.3,2020-04-01
26900,10.2,2020-05-01
26900,10.6,2020-06-01
26900,7.8,2020-07-01
26900,6.6,2020-08-01
26900,6.0,2020-09-01
26900,5.4,2020-10-01
26900,4.9,2020-11-01
31140,8.8,2012-01-01
31140,8.8,2012-02-01
31140,8.3,2012-03-01
31140,7.3,2012-04-01
31140,7.7,2012-05-01
31140,8.0,2012-06-01
31140,8.0,2012-07-01
31140,7.8,2012-08-01
31140,7.3,2012-09-01
31140,7.1,2012-10-01
31140,6.9,2012-11-01
31140,7.3,2012-12-01
31140,8.0,2013-01-01
31140,8.0,2013-02-01
31140,7.7,2013-03-01
31140,6.9,2013-04-01
31140,7.3,2013-05-01
31140,7.7,2013-06-01
31140,7.6,2013-07-01
31140,7.0,2013-08-01
31140,6.8,2013-09-01
31140,6.9,2013-10-01
31140,6.5,2013-11-01
31140,6.3,2013-12-01
31140,7.0,2014-01-01
31140,7.3,2014-02-01
31140,6.9,2014-03-01
31140,5.8,2014-04-01
31140,6.0,2014-05-01
31140,6.1,2014-06-01
31140,5.9,2014-07-01
31140,5.5,2014-08-01
31140,5.1,2014-09-01
31140,4.8,2014-10-01
31140,4.7,2014-11-01
31140,4.6,2014-12-01
31140,5.4,2015-01-01
31140,5.2,2015-02-01
31140,5.0,2015-03-01
31140,4.4,2015-04-01
31140,4.7,2015-05-01
31140,4.9,2015-06-01
31140,5.2,2015-07-01
31140,4.2,2015-08-01
31140,4.1,2015-09-01
31140,4.2,2015-10-01
31140,4.2,2015-11-01
31140,4.3,2015-12-01
31140,4.8,2016-01-01
31140,4.9,2016-02-01
31140,4.7,2016-03-01
31140,4.1,2016-04-01
31140,4.2,2016-05-01
31140,4.6,2016-06-01
31140,4.4,2016-07-01
31140,4.1,2016-08-01
31140,4.0,2016-09-01
31140,4.0,2016-10-01
31140,3.8,2016-11-01
31140,4.0,2016-12-01
31140,4.7,2017-01-01
31140,4.8,2017-02-01
31140,4.5,2017-03-01
31140,4.0,2017-04-01
31140,4.2,2017-05-01
31140,4.5,2017-06-01
